ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity
ANKRD24	4	3	0.0155228873399101	0.333333333333333	10	3	183863654688732640	0
PAK1	42	10	0.00840325732889927	0.0308332203222111	9	79	53889348177233152	0.0463414634146341
ACTL6A	35	9	0.0045318039279146	0.0574902342029467	9	103	15686859745029704	0.122994652406417
VRK1	2	1	0.00014537690603033	1	10	1	16132773687356.4	NA
TTC17	2	1	0.000634538250385613	1	11	1	307283896264466	NA
PLPPR4	4	3	9.59511915499479e-05	0.333333333333333	11	3	7025437961040.1	0
TFAM	4	2	0.00157767002562557	0.333333333333333	10	3	1901438831018965	0
RAB43	3	2	0.00351367941578634	0.5	10	2	9420499856678236	0
ARFIP1	3	2	5.94263190432339e-05	0.5	11	2	2694883177592.81	0
SOX17	2	1	0.000156459027227414	1	10	1	18683126826229	NA
FEZ2	2	1	7.79658330322144e-07	1	11	1	478470300.155891	NA
DNAH1	3	2	0.000178521241482581	0.5	11	2	24318911806916.6	0
RPL10L	26	23	0.353187687496041	0.0704923337050086	10	252	95183365959910129664	0.756666666666667
GPAA1	2	1	0.00434351187901477	1	11	1	14395680333607532	NA
KLF12	2	1	6.56540157072666e-05	1	11	1	3293068420132.49	NA
CUX2	2	1	0.000485665124200752	1	10	1	180054994260617	NA
NR4A1	5	4	0.000339980693008878	0.25	10	4	145272531600415	0
PPP2R1B	11	7	0.00146872942918772	0.111104900431947	9	15	1646438762866502	0.111111111111111
SIK1	3	2	5.23262177774333e-05	0.5	11	2	2089470516019.7	0
LPP	4	2	3.10010129519943e-05	0.333333333333333	10	3	733395593767.776	0
TMEM67	5	3	2.00990470701951e-05	0.25	11	4	308269615606.427	0
TBL2	2	1	0.000634538250385613	1	11	1	307283896264466	NA
EDEM2	2	1	0.0166235691134227	1	11	1	210862271092838272	NA
SLC25A22	2	1	0.000416884521393685	1	10	1	132621224421115	NA
FCER2	3	2	2.85923745891825e-06	0.5	12	2	6238756748.51342	0
DUSP3	4	3	0.000471511602575089	0.333333333333333	10	3	169649969050860	0
IGSF1	4	2	1.18635730714101e-05	0.333333333333333	11	3	107417332209.85	0
PEX14	3	2	1.26161423155296e-07	0.5	12	2	12152320.6246536	0
RAPGEF3	5	4	0.000122495261391987	0.25	11	4	11454113553054.1	0
INTS11	2	1	2.9181783593557e-05	1	10	1	649879684389.146	NA
SNCAIP	3	2	5.59064854925403e-05	0.5	10	2	2385381629132.93	0
CRK	84	11	0.0212515105395443	0.0191956215438907	10	202	344633983081221696	0.0349691448721716
PHLDA3	12	7	0.00111149051954605	0.0909090909090909	10	11	942967370088860	0
SLIT2	5	2	5.50731812303781e-05	0.25	11	4	2314470503069.51	0
NOX4	3	2	1.32689703795204e-05	0.5	11	2	134357646733.151	0
CDC14A	2	1	9.09311852908196e-05	1	11	1	6309447938362.34	NA
NOS1AP	4	3	1.21923719358348e-05	0.333333333333333	11	3	113445869091.147	0
KDM5A	3	2	0.00056257006034114	0.514600884471436	10	3	242545704739461	1
VDR	10	6	0.00107070443406502	0.124893152935754	10	12	875633723344335	0.0833333333333333
SPOP	9	4	0.000378609745248942	0.125	10	8	109379654728709	0
PPP2R2A	9	6	0.000539813277457668	0.153056400743945	10	12	222365645938915	0.142857142857143
MPP5	5	3	3.98832470492059e-05	0.25	11	4	1214466699401.1	0
SKAP1	6	5	0.000834100710793891	0.219528581246979	10	9	530920590286355	0.4
VPREB1	3	2	0.000676813713288419	0.5	10	2	349565218680644	0
LSM11	4	3	0.0014807160446917	0.525829081632653	11	5	1689017630745881	0.666666666666667
GATD1	2	1	1.28781938116488e-05	1	12	1	126555293949.309	NA
OPRD1	16	11	0.00648129816087158	0.0776339617490353	9	43	32053846959963884	0.266666666666667
SLC35E1	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
HTR5A	9	8	0.000202560958594645	0.138967259144719	10	21	31315217227064.5	0.464285714285714
MAGED2	2	1	0.0151020423466037	1	10	1	174028951326577664	NA
TP53RK	3	2	6.56234899865119e-05	0.5	11	2	3291824808355.21	0
MARCH5	2	1	4.95441923911812e-12	1	15	1	1.60937965734648	NA
WWTR1	3	2	0.00166038953421594	0.515471106494306	10	3	2103899130860915	1
CARM1	9	6	0.0130019558664817	0.126502666470433	10	9	129006192193580576	0.0357142857142857
EXOC2	8	5	0.000198033703748645	0.193630961274215	10	11	29929175332359.5	0.19047619047619
MZT1	4	3	0.00016526017657516	0.408457647462277	11	5	20841367673671.6	0.666666666666667
KIF5C	4	3	0.000497785151479623	0.333333333333333	10	3	189136465486038	0
TIMM9	4	3	0.000161682709136419	0.411736111111111	10	4	19947532525628.8	0.333333333333333
NR2C2AP	2	1	2.0199820029436e-05	1	11	1	311599720180.148	NA
ENO2	12	5	0.0015252060746646	0.0909090909090909	10	11	1775175584016198	0
MRPS36	10	9	0.000746844668994522	0.139599730525406	11	30	14030274242972712	0.583333333333333
MNAT1	24	11	0.00695925963609535	0.0553208943339948	10	57	36998820384985840	0.134387351778656
RWDD2B	2	1	2.12582561133693e-06	1	12	1	3451163850.22083	NA
EBLN2	4	3	8.48982933025051e-05	0.333333333333333	11	3	5500771535546.25	0
TCEAL9	4	3	1.75966428719423e-05	0.333333333333333	10	3	236394120623.522	0
UBE2R2	11	7	0.00293357263598958	0.1	10	10	6566981559396154	0
HOOK1	4	3	0.0015964658923769	0.333333333333333	11	3	1967433935898856	0
NOL12	3	2	0.000237169488852884	0.5	10	2	42941781256788.5	0
KCNB2	4	2	6.9872423370791e-06	0.333333333333333	11	3	37256736288.558	0
INTS4	9	4	0.000496994790613029	0.17117862654321	11	12	190892386332110	0.142857142857143
BACE1	9	5	0.000329533023981487	0.130469895306894	10	9	82903180897121	0.0357142857142857
DDX50	2	1	0.000394478645128218	1	11	1	120063343576504	NA
MPC1	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
SHANK2	6	4	0.00138962538468381	0.223469661779649	10	6	1473510262425947	0.1
CYLD	3	2	0.000893462886605813	0.582590998367702	10	3	609130233987824	1
PBLD	2	1	9.01709991271333e-06	1	12	1	62044132518.2514	NA
CACNA2D2	5	2	1.94067279823941e-07	0.25	12	4	28758413.2677196	0
EXOC4	9	5	0.000879452981751654	0.134566326530612	10	9	590796621142077	0.0357142857142857
HSBP1	2	1	4.29738256193239e-06	1	11	1	14094494838.2155	NA
GNG3	55	11	0.00106568599252023	0.0274715574705102	10	111	866648213566186	0.039832285115304
MIB1	2	1	1.86569930452658e-05	1	11	1	265733379847.629	NA
SNUPN	3	2	4.60694700575947e-05	0.5	11	2	1619634015821.28	0
MST1R	2	1	5.06425106618176e-05	1	11	1	1957165862846.96	NA
PPM1B	7	6	0.00437581054806108	0.166666666666667	10	6	14610649376691942	0
PHC2	15	6	0.00213971920650636	0.0831481250616554	10	17	3494045515059431	0.032967032967033
RPP25	7	3	0.00720899314576522	0.191111111111111	11	7	39655151835077704	0.0666666666666667
HNRNPA0	5	4	0.0066713971793911	0.25	10	4	33962439631350804	0
IFT52	11	7	9.57077838258562e-05	0.177520955291552	11	27	6989581341941.51	0.377777777777778
SMU1	3	2	0.00691004626035471	0.5	10	2	36434743505183328	0
TKTL2	2	1	9.88311578078493e-06	1	11	1	74749362530.1922	NA
RSBN1	2	1	0.000144910584402109	1	10	1	16026624820483.5	NA
BLK	13	8	0.00269170160922873	0.0924568957234456	10	18	5539739522362812	0.0909090909090909
CDK5	25	10	0.00521078047015741	0.0482471229460897	10	42	20720401157297100	0.0652173913043478
DDIT3	15	6	0.0170996299435589	0.0814436894598983	11	19	223112111081940704	0.0549450549450549
HLA-G	6	2	2.92314353898764e-05	0.2	11	5	652535953417.39	0
PPFIA1	6	4	0.000801974537932852	0.203451111547028	10	6	490849125029794	0.1
CD1B	3	2	4.18210969218507e-06	0.5	11	2	13394996830.4589	0
DHRS7	2	1	0.000359536219580307	1	11	1	98635955535203	NA
GALNT15	2	1	3.98276285669401e-05	1	11	1	1210491951582.69	NA
TM4SF1	5	4	0.0010761420136143	0.26211320925429	10	5	884116692785113	0.166666666666667
DIS3L	7	4	6.77209726267733e-05	0.240179872430109	11	11	3529791594802.45	0.333333333333333
UBR4	4	3	0.000918008820220699	0.333333333333333	11	3	643070846062528	0
CLEC4F	2	1	0.00011272106947735	1	10	1	9719010480342.37	NA
RCN3	5	2	4.87649164268909e-05	0.25	11	4	1824567214488.47	0
RAB6A	12	5	0.0033152211849086	0.115978898446431	10	15	8386688226550315	0.0727272727272727
DKK1	3	1	1.03913739171091e-05	0.5	11	2	82470689264.3454	0
INTS12	10	4	0.00125749337251837	0.185600682277201	10	16	1220126942817130	0.194444444444444
RIC8B	5	4	6.09452762139004e-05	0.25	11	4	2840280335184.74	0
HIST1H4L	3	2	1.40856360682815e-05	0.5	11	2	151412428257.918	0
RFX6	2	1	3.66756297286465e-07	1	12	1	102734678.900118	NA
PEX3	2	1	6.22736917971623e-08	1	13	1	2962009.14034596	NA
ATRX	8	4	0.000545961443531121	0.142857142857143	9	7	227503825152866	0
WDR26	4	3	0.000909920596389993	0.359659943444137	11	4	631768573807798	0.333333333333333
ITGA8	5	3	0.000139512033820129	0.25	11	4	14852111337854	0
FAM193B	2	1	0.00011272106947735	1	10	1	9719010480342.35	NA
KCNB1	7	4	0.000773844774640631	0.174494974129957	10	7	456953499639794	0.0666666666666667
ARHGEF7	7	6	0.0037696779635775	0.176031770916117	10	8	10843229875989550	0.133333333333333
TRAF3	26	8	0.00387167029141198	0.058174042861926	10	43	11438570797544808	0.06
SH3D19	8	4	0.000294967598518945	0.142857142857143	11	7	66393448432165	0
TPD52L2	4	1	0.00157684831031283	0.333333333333333	10	3	1899458583665362	0
SCNM1	2	1	0.000139166858487165	1	11	1	14781546963241.1	NA
ALDH3A2	2	1	1.52025342357867e-05	1	11	1	176416662189.384	NA
IFI27	2	1	0.000237014790555066	1	10	1	42885777719768.6	NA
CHUK	14	7	0.00200484218437234	0.0769230769230769	10	13	3067071168217982	0
RBBP6	3	2	0.00152302492529448	0.5	10	2	1769963573108834	0
SAP130	6	5	0.00128835861491299	0.202166911144526	10	6	1267188048023202	0.1
METAP2	4	3	0.000230880011680487	0.42984693877551	11	4	40674957924453.2	0.333333333333333
PMEPA1	2	1	0.000359809897815095	1	11	1	98786207587333.1	NA
FCGRT	2	1	2.5245405563507e-05	1	11	1	486469092840.493	NA
ENC1	2	1	0.000194014547733405	1	10	1	28731699608479.8	NA
GPSM1	4	3	0.000469151497807467	0.333333333333333	10	3	167950603652069	0
ATP6V0E2	5	3	3.45248488538307e-07	0.25	12	4	90959893.1538802	0
CXXC1	13	7	0.00162184689694633	0.109579607024842	10	21	2016102434073911	0.136363636363636
CHRNB4	3	2	2.13319608444695e-16	1.00694444444444	2	3	2.78298040221039	1
HSCB	5	4	0.000348151798247378	0.420600227938398	11	10	92494401468648.6	1
MGAT4B	2	1	1.16278202286917e-05	1	11	1	103190041713.925	NA
MLLT10	4	3	0.000128458483102343	0.359907535874411	10	4	12603410515390.3	0.333333333333333
SCARF2	3	1	0.000480094508874879	0.5	11	2	175874927058631	0
TRAPPC3	8	5	0.000171937093079366	0.186591997975563	11	13	22560031979299.1	0.285714285714286
LEF1	14	8	0.00282606251593891	0.0793368410958373	10	17	6094680460175385	0.0512820512820513
NFATC4	4	3	0.000482012214211755	0.333333333333333	10	3	177327484193814	0
TRIM9	3	2	0.0160250429271166	0.5	10	2	195951431979060992	0
CLTCL1	18	11	0.0122338411097432	0.0825511837458328	10	57	114203374474629440	0.294117647058824
SIGLEC1	4	3	5.13606795288577e-05	0.333333333333333	11	3	2013089732414.64	0
UBQLN1	15	5	0.00101247438620193	0.0714285714285714	10	14	786980176536794	0
LRRC1	4	3	0.00015725682169285	0.333333333333333	11	3	18897427385956.3	0
C1QA	13	6	0.000586767592374406	0.101443639498552	11	15	262745737243881	0.0454545454545455
PRMT8	2	1	0.000323707600529168	1	10	1	79990779752430.3	NA
ERCC6	9	7	0.00448739697647828	0.140142251266336	10	12	15388116504287214	0.142857142857143
INTS6	5	4	9.34535797281503e-05	0.3017578125	11	5	6714754814397.71	0.166666666666667
ARPC5L	3	2	0.000214575282006529	0.5	11	2	35133192417072.1	0
CETN3	3	2	4.76197388450511e-05	0.5	11	2	1927655825299.12	0
SNX9	8	5	0.00204644267074782	0.142857142857143	10	7	3195612859967451	0
NAP1L4	3	2	0.000757022718178594	0.5	10	2	437472099478128	0
ZNF467	3	2	8.2303976430403e-05	0.5	10	2	5172335494292.55	0
CBX3	10	6	0.000906792875331111	0.121203239413127	10	13	627930621103367	0.111111111111111
TAF5	15	10	0.003107788935708	0.0951951804832472	10	36	7390815275920496	0.241758241758242
SLMAP	4	3	3.47038988120404e-05	0.459876543209876	11	4	919362059510.831	0.333333333333333
GNA12	10	7	0.000549048114604157	0.114016108608644	10	10	230097619661634	0.0277777777777778
LRRC41	2	1	7.73626668512323e-05	1	11	1	4567101337781.55	NA
TPRKB	3	2	6.69952298175497e-06	0.5	12	2	34254662351.3562	0
WEE1	9	6	0.00415319956118085	0.129250900682801	10	12	13162244493321166	0.142857142857143
AKAP8L	9	6	0.00485199949796034	0.12673796940391	10	10	18007128054115798	0.0714285714285714
CD59	8	5	0.00801321702888231	0.143360218176705	10	8	48996722469173784	0.0476190476190476
PARD3	8	4	0.000608021865255347	0.142857142857143	10	7	282149617979761	0
SIRT1	17	10	0.00112832226584202	0.0702834845753084	10	23	972377058259029	0.0583333333333333
BRD4	11	7	0.00293925863050326	0.100418623508932	9	11	6599705356527436	0.0222222222222222
AIFM1	12	6	0.0073473812267471	0.0917282118698823	10	12	41193119165162760	0.0181818181818182
SSTR1	9	8	0.000524985299440046	0.132136887357429	9	15	210410165436868	0.25
DEUP1	2	1	5.02661692006137e-06	1	11	1	19283727162.4014	NA
PTPN3	7	5	0.0013709861553267	0.170078689434958	10	7	1434356753125990	0.0666666666666667
DDX39A	23	12	0.0158039428427366	0.059454566067095	10	53	191297982778439488	0.134199134199134
APH1B	3	2	4.70842543486497e-05	0.5	11	2	1692232310285.98	0
ATP2A1	3	2	0.000142486184667821	0.5	11	2	15505137638769.8	0
WNT5A	8	4	0.000325492822580874	0.147301084304232	11	8	80846004284698.8	0.0476190476190476
HIP1	7	5	0.0191129833409167	0.170525621630182	10	7	278744810490879968	0.0666666666666667
THAP7	2	1	0.000833893474508764	1	10	1	530613480710732	NA
HADHA	4	3	0.00171968238309885	0.333333333333333	10	3	2258780632312608	0
HERC2	11	8	0.00460651143672299	0.102532044113365	10	13	16192057324421960	0.0666666666666667
ZNF764	4	3	0.000208226333164384	0.333333333333333	10	3	33084567356596.9	0
IFT172	12	8	0.000805710029687359	0.187999727860908	10	43	495345120835556	0.581818181818182
CTNND2	4	2	0.00088492990192468	0.336713872423042	10	4	597603380417695	0.333333333333333
GJB1	4	2	0.000740104565167023	0.347136367741743	10	4	417975401387635	0.333333333333333
TCTN2	5	2	1.19292896995841e-05	0.25	11	4	108592223805.524	0
EPHA2	18	9	0.00844163958281246	0.087904539475099	10	39	54376325496639696	0.161764705882353
NAP1L1	10	8	0.0115345062096973	0.114913890445064	9	12	101526315600664976	0.0833333333333333
ACTN2	18	8	0.000993545807240667	0.0672094906289022	10	22	753474546449317	0.0367647058823529
SH3GLB1	6	4	0.000554375818415968	0.2	10	5	234537594745194	0
HABP2	4	3	6.36431643183006e-06	0.333333333333333	12	3	30908975741.1856	0
MXD1	5	2	7.14672632188662e-05	0.25	11	4	3899253180636.84	0
PSG3	3	2	1.98419000286738e-05	0.5	11	2	300524017855.76	0
RBM33	2	1	0.000382671245258355	1	11	1	111738134725735	NA
B9D1	6	3	1.05268466208214e-05	0.2	11	5	84607994840.3788	0
AES	10	5	0.0026147898283851	0.115033389348802	10	12	5217799786867037	0.0833333333333333
AP4E1	6	4	0.000737981988751442	0.257646255554792	11	8	415572514525345	0.3
GNGT1	15	8	0.000205502530616472	0.0904571218867605	10	21	32228165697469.8	0.0769230769230769
FCER1A	4	3	0.00025603753866585	0.333333333333333	11	3	50023508852848.8	0
SH2D4A	5	3	0.000162120780962481	0.25	10	4	20057997710156.2	0
AGER	4	2	0.000610489853515484	0.333333333333333	10	3	284404216147070	0
PPP1R12C	5	4	0.000572528801833416	0.25	10	4	250169511969535	0
CD36	8	6	0.00130089448069902	0.154466847354352	10	11	1291398793652646	0.19047619047619
SUV39H2	4	3	0.000666542109236228	0.337984705654799	10	4	339041157847717	0.333333333333333
TRIM5	4	2	0.000923672726361727	0.333333333333333	10	3	651009389472015	0
PIPOX	2	1	3.02442067079549e-06	1	12	1	6995436805.24519	NA
CASP7	17	8	0.00191125471829537	0.0632514953613281	10	17	2787770462621752	0.00833333333333333
FBXL18	3	2	9.46758245198523e-05	0.5	10	2	6846759142439.95	0
TCF7	4	3	0.000588169498351222	0.333333333333333	10	3	263973327048370	0
FDXR	4	2	0.000119474136094898	0.333333333333333	11	3	10897565580417.1	0
AZIN1	2	1	1.9383791619024e-05	1	11	1	287035530061.852	NA
KLHL3	4	2	0.00014684659574976	0.333333333333333	10	3	16455332534930.7	0
SRSF1	63	22	0.0546011799199793	0.025260878002136	9	367	2288134575630129664	0.161290322580645
TRIM71	8	6	0.00361004765343271	0.142857142857143	10	7	9944353044516476	0
HECW2	10	8	0.00346729194068672	0.111111111111111	10	9	9173513639208048	0
ZNF292	2	1	2.5245405563507e-05	1	11	1	486469092840.493	NA
RNU12-2P	5	3	0.00141895705318341	0.25	11	4	1553148842825772	0
TFG	9	6	0.00112736050659539	0.125	10	8	970572326192360	0
LYST	12	9	0.00423232433064086	0.0948994106019103	10	18	13820328151111802	0.127272727272727
RBM3	2	1	0.00143280362063191	1	10	1	1577097636548662	NA
PBXIP1	4	3	0.00045533731006298	0.333333333333333	10	3	158209560138029	0
MTMR2	2	1	1.62397041002573e-05	1	11	1	201257968443.182	NA
ATF2	12	7	0.00211413239444366	0.0940642297064432	10	13	3413624391707768	0.0363636363636364
SLC30A9	2	1	5.40164696175894e-05	1	11	1	2229283003082.05	NA
CA4	2	1	1.49200763658716e-08	1	13	1	169892.743270286	NA
SLC30A3	2	1	1.07364588604698e-06	1	12	1	879649687.92694	NA
PLEKHO1	5	4	0.00110387249337358	0.260223306416669	10	5	930053398041369	0.166666666666667
RARB	7	3	0.000161186831585056	0.166666666666667	11	6	19849808724885.1	0
ZNF142	2	1	1.84195986322003e-05	1	12	1	258951622845.713	NA
MBD6	5	3	5.5654345462448e-05	0.406657454648526	11	6	2366358354101.02	0.333333333333333
TGFBR3	4	3	0.000218545878982322	0.333333333333333	11	3	36444993612428.3	0
LINGO1	5	4	0.000318525764471186	0.25	10	4	77419710686854.9	0
BNIP1	4	3	3.88840957242638e-05	0.367474664763024	11	4	1153922924238.66	0.333333333333333
SELENOF	3	1	1.20770597511851e-05	0.5	11	2	111330184359.633	0
CAPNS1	9	4	0.000330377974870903	0.125	10	8	83292567088445.2	0
NFE2L1	5	2	8.96287997100094e-05	0.25	10	4	6135326400961.08	0
PRKRA	6	4	0.0157129128576799	0.2	10	5	188392455174202304	0
HCRTR2	7	5	0.000130842252765761	0.182329350466438	10	14	13066249913451.7	0.533333333333333
SYT11	5	3	0.000580439732737984	0.25	10	4	257082119591087	0
PGRMC2	2	1	0.00157567067438504	1	10	1	1896621339144827	NA
EPHA5	6	4	0.000376763019143902	0.226514670454148	10	8	108340803822679	0.3
TRAF2	84	11	0.0431574280417803	0.0151948230535053	9	150	1421235669765680128	0.0196885101381134
IL33	3	1	2.23468061667265e-05	0.5	11	2	381072859140.525	0
COL18A1	3	2	8.59345029398228e-05	0.5	11	2	5635526580588.3	0
KHNYN	2	1	0.000191193877499617	1	11	1	27910930998264.6	NA
POLR2M	10	4	0.000193223889306014	0.111111111111111	11	9	28553023803912	0
CCDC158	3	2	1.08101857616948e-05	0.5	12	2	89723937161.1106	0
JUP	20	7	0.00172215461762893	0.0712417266489069	10	30	2263198132241907	0.064327485380117
PIWIL3	2	1	2.99742521057346e-05	1	12	1	685597060457.907	NA
RAVER1	3	2	0.000192576654827103	0.5	11	2	28321160584967.8	0
GNAL	4	2	4.05843132863931e-06	0.333333333333333	11	3	12584254623.4119	0
ARFGAP2	6	5	5.86481751743612e-05	0.242736916830202	11	10	2626025907890.59	0.5
LUC7L2	13	5	0.00713816333142822	0.0875447975740391	10	13	38880287680825272	0.0151515151515152
DAPK1	6	3	0.000965576370887397	0.213244290657439	10	6	711644449981656	0.1
GATAD2B	4	3	0.000654944423295553	0.386538552852655	10	6	327434466538410	1
ERCC5	16	11	0.00830820782204073	0.0814930621470781	10	38	52750711181006760	0.219047619047619
SOCS7	2	1	0.00649502898169223	1	10	1	32189574408202212	NA
ANKRD13A	2	1	0.000104660017362608	1	11	1	8397480677285.77	NA
MKNK1	8	6	0.0106766959726423	0.155747197026959	10	9	86995192281795184	0.0952380952380952
YIPF3	3	1	2.91926825282201e-05	0.5	10	2	650365246547.09	0
PLAA	4	3	0.000597864197515613	0.359659943444137	11	4	272745446178838	0.333333333333333
PPM1F	4	2	0.00022617444718428	0.3478861524225	10	4	39039370762067.1	0.333333333333333
CBFB	4	3	0.00041405401411718	0.333333333333333	10	3	130857578946980	0
VGLL4	2	1	3.63889957652522e-05	1	11	1	1010577371200.29	NA
CWF19L1	2	1	0.000156465929445685	1	11	1	18681852400916.8	NA
ITM2C	3	2	2.86316421365461e-05	0.5	11	2	625550007765.704	0
SCAF11	6	5	0.00275116415409851	0.2168	10	6	5828799024220383	0.1
GNAI2	55	11	0.00193617464350965	0.029775604503775	10	159	2860613359145391	0.0733752620545073
KCNC1	6	4	2.76613325286545e-05	0.277916726739716	11	8	584036525150.847	0.3
DIS3	9	5	0.00011077386324303	0.184521876205633	11	16	9390356378102.74	0.285714285714286
FAM173A	4	3	0.000635035189402138	0.333333333333333	10	3	307733464205265	0
NPR1	2	1	8.16277393613171e-06	1	10	1	50996901176.2924	NA
NCOR1	21	9	0.00298056142717583	0.0561414376527431	10	31	6805972323239917	0.0578947368421053
FLT3LG	3	2	8.55311881046371e-06	0.5	12	2	55827160273.664	0
KCTD7	2	1	0.0193221309133976	1	10	1	284878535598746016	NA
CAPN7	2	1	0.00320900834516621	1	10	1	7857917425055003	NA
NMUR1	12	10	0.00032624915402726	0.103365669835849	10	32	81275065341745.9	0.381818181818182
ASCL3	2	1	1.74518908934053e-05	1	10	1	232559802928.47	NA
CS	5	3	0.000394768836228383	0.25	10	4	118940872120938	0
FBXO44	7	3	0.000910751857301225	0.258689981925011	10	10	633089750957143	0.266666666666667
PCSK4	8	5	0.00283807130161641	0.194619361871323	10	12	6159425452811011	0.238095238095238
MARCH6	4	3	0.000406536138918455	0.554524124464601	11	6	126109554940515	1
TAF4B	9	6	0.00489970002126106	0.138913205031253	10	17	18357709788109616	0.321428571428571
CAMK4	5	3	0.002994745411004	0.252620767679945	10	5	6844757609287461	0.166666666666667
SMG6	6	4	0.0196585143653159	0.2	11	5	294897732664069952	0
TEAD1	4	3	0.000162839306818167	0.333333333333333	11	3	20247365285216	0
PPP4R3A	2	1	2.65491188430588e-06	1	12	1	5402765641.91427	NA
UNC5B	2	1	1.40143851772628e-05	1	11	1	149871060035.022	NA
RHBDF1	2	1	1.66479856984858e-05	1	11	1	211482994892.964	NA
EPPK1	9	7	0.00419449096414356	0.128125088577098	10	9	13424881549796738	0.0357142857142857
DDX58	2	1	0.000361079141707163	1	11	1	99484285994388.5	NA
UGGT1	5	2	0.000624804318856762	0.25	10	4	297941030777491	0
MAP3K7	23	9	0.00650991179887495	0.0467875430769808	10	25	32351308287752132	0.012987012987013
TDRD12	2	1	1.08697889653348e-16	1	2	1	1.58909177830429	NA
TLR5	3	1	2.51972560310768e-06	0.5	12	2	4844659866.57502	0
JPT1	2	1	0.000210638927567254	1	11	1	33864005214518.1	NA
SLC25A23	7	5	0.000607191487596673	0.182816789027686	10	8	281338050029043	0.133333333333333
ASB13	4	3	0.0194154011094476	0.333333333333333	10	3	287635453528519904	0
NPFFR1	8	7	0.000158274969095989	0.154422293704515	10	16	19119572829110	0.428571428571429
GNAT2	10	6	7.20493976393524e-05	0.111111111111111	10	9	3962304268154.47	0
HERC1	6	5	0.00120567500860101	0.2	10	5	1109206463888106	0
SAFB	5	3	0.0015831131425349	0.25	10	4	1929487691040090	0
ASB18	3	2	0.0199899101476933	0.5	10	2	304909804005239808	0
CD2BP2	22	16	0.0230911593677178	0.0578771032212954	10	63	408922318102018432	0.2
HSPB11	7	5	2.29894084355666e-05	0.244825483108762	11	14	403282018508.499	0.533333333333333
MSC	3	2	2.72096745976439e-05	0.5	11	2	565260820931.689	0
ARHGEF25	3	2	0.000173310316320806	0.5	11	2	22921063418638.1	0
CXCR1	12	5	7.84114671964917e-05	0.185829930938519	10	21	4692231347459.76	0.181818181818182
KLHL20	6	5	0.000692163543590508	0.2	10	5	366643532888487	0
CUL1	39	11	0.0338499077178043	0.0325178016355333	10	75	874325957505997056	0.0526315789473684
LEP	5	3	5.82294011437305e-05	0.25	11	4	2587688397621.74	0
MRPL42	37	29	0.0172819374473369	0.0607139387664822	10	414	483661777904408064	0.6
EPC2	3	2	0.000279431601869607	0.52757839532872	10	3	59605853582521.1	1
FXN	5	2	1.37598339809525e-05	0.25	10	4	144505252325.424	0
DRD4	10	9	0.00722966001622466	0.12164044908532	9	21	39883298188838600	0.333333333333333
LTV1	8	7	0.037812692211467	0.188645948701252	11	16	1091001591850532736	0.428571428571429
COPB1	25	12	0.00100995043946557	0.0739148690035831	10	103	778379076693170	0.286231884057971
RGL1	2	1	0.000166653296293156	1	11	1	21193028756812	NA
MRPS6	33	27	0.00186483800136727	0.0685456119977614	10	370	227803810706991808	0.681451612903226
TADA3	18	10	0.00299120076368717	0.0841532727994689	10	40	6829101765647975	0.169117647058824
AZI2	2	1	2.58758938063929e-05	1	11	1	510911251502.343	NA
SYVN1	2	1	1.53431707852555e-05	1	12	1	179630467920.717	NA
LTBR	7	5	0.0010150807225711	0.190541067698639	10	10	786249774415648	0.266666666666667
USE1	4	3	1.93301992251563e-05	0.354320560468196	11	4	285172347828.329	0.333333333333333
PTPRM	6	3	0.000209760981635095	0.208863071410124	10	6	33581414713750.5	0.1
IPO13	4	3	0.00081705473849853	0.333333333333333	10	3	510046582551307	0
CPNE7	2	1	6.54940409262974e-05	1	11	1	3278864506075.1	NA
TFIP11	6	5	0.00476840765694246	0.229935887580054	11	11	17562907687287768	0.6
CAMK2A	11	5	0.00017471680050413	0.103524217732871	10	12	23297963450609.9	0.0444444444444444
ZSWIM8	3	2	0.000153953995597891	0.5	10	2	18117477637438	0
CPS1	3	2	0.000169928991709909	0.5	11	2	22042510554136.2	0
RYR1	6	4	0.000705633398239308	0.224489795918367	10	6	380222419158925	0.1
RCOR1	4	2	0.000314729158640001	0.333333333333333	11	3	75718414596160.9	0
TBCC	2	1	2.33325466406619e-06	1	12	1	4154072053.49431	NA
GP9	4	3	0.000918704106615474	0.377945679012346	10	4	644051827608925	0.333333333333333
DHX57	3	2	0.00281690238775903	0.5	11	2	6054753473814117	0
TULP4	2	1	0.000590848606009108	1	10	1	266405872817966	NA
SMAD3	66	11	0.0281444700753648	0.0175821160180227	10	111	604496970723549568	0.0221153846153846
ABCA6	2	1	7.23067025034118e-06	1	12	1	39897887585.7046	NA
NUP54	7	5	0.00120074455763708	0.205915217939027	10	10	1106636485364672	0.266666666666667
RAB30	2	1	0.000142358866223165	1	10	1	15506289361749.3	NA
TRHR	11	10	0.000271517012123394	0.116008277739692	10	31	56271725027565.8	0.466666666666667
HIST1H4I	7	5	0.00829916149607206	0.166666666666667	10	6	52556033648212992	0
RABAC1	13	5	0.000934555816224597	0.0833333333333334	10	12	666468920261265	0
