markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank
GABRG1	9.83701986340931e-06	1453.14693362193	222.92626953125	0	10	1	1	0	70	20	-0.8	1414.55958575021	1214	1	NA
PKLR	2.28928405648933e-05	1950.49126984127	536.880859375	0	121	5	3	0	1875	262	-0.540520196813103	1862.44858894097	57371	0.235051546391753	24.2
GJB2	8.03524560223985e-06	1527.08181818182	263.6220703125	0	6	2	1	0	141	14	0.0666666666666667	1482.65953449536	1855	0.5	0
RRP7A	2.47535228669789e-05	1610.85162337662	315.14306640625	0	146	8	8	0.0620682809648148	339	348	-0.266009329326026	1548.05732189075	18986	0.383333333333333	88.6428571428571
NXF3	1.90600292365358e-05	1755.93217893218	406.08349609375	0	85	4	1	0	753	182	-0.321523410202656	1681.70486563277	33369	0.260135135135135	0
CBL	3.18984066060423e-05	2512.90158730159	939.1357421875	0	2482	30	59	0.0860541349474095	4943	9254	0.413148358797895	2323.13029968519	1168936	0.0291068580542265	193.237296037296
EEA1	2.04784063818837e-05	1739.36987734488	393.75634765625	0	66	4	1	0	623	144	-0.36031746031746	1672.54714037618	15516	0.254385964912281	0
FAM160A2	1.30587909655441e-05	1366.01911976912	179.384033203125	0	13	3	1	0	42	32	0.0555555555555556	1331.18060208504	940	0.466666666666667	0
OSTF1	1.81470673380388e-05	1872.96789321789	483.20849609375	0	78	3	1	0	1345	162	-0.435300207039337	1793.71942673149	41509	0.333333333333333	0
MRPS26	2.82181329187766e-05	1815.23333333333	443.8671875	0	689	16	17	0.096948922456955	961	1684	-0.270463243071994	1729.72432267884	95548	0.364923747276688	274.699346405229
HAUS2	2.29680502921788e-05	1714.92344877345	378.97900390625	0	59	5	3	0	609	148	-0.0973332223332223	1646.75971598319	16447	0.208333333333333	7.86666666666667
DIMT1	1.07701165752531e-05	1881.27424242424	491.50048828125	0	117	1	1	0	1491	234	-0.982905982905983	1790.89271306102	49288	1	NA
COG7	2.40172453550388e-05	1597.34765512266	306.61083984375	0	79	6	6	0.0501750035468149	320	200	-0.0985431637605551	1537.62634626833	9696	0.225396825396825	22.5714285714286
DBN1	2.48945156499268e-05	2201.19126984127	716.1142578125	0	569	7	2	0	3416	1194	-0.389310689752994	2077.64247321657	281481	0.148237179487179	20.3214285714286
SPOPL	1.49277525924867e-05	1569.83658008658	291.083984375	0	18	2	1	0	274	38	-0.583333333333333	1514.0272848388	5215	0.5	0
PFKL	2.15419248095817e-05	1928.88571428571	522.2802734375	0	178	4	2	0	1613	368	-0.792792492642568	1837.57337817735	54365	0.267080745341615	29.6666666666667
NTN1	2.0254866993981e-05	1961.49007936508	544.884765625	0	175	4	1	1	1878	370	-0.161602351137235	1868.32749153323	87829	0.226027397260274	0
PICALM	2.83044158065867e-05	1941.31507936508	530.099609375	0	280	12	8	0.0620682809648148	1704	742	-0.0670709879339569	1845.27145779885	110599	0.130784708249497	43.0769230769231
NACC1	1.59211086002038e-05	1739.34686147186	395.32275390625	0	58	2	1	0	698	118	-0.85	1668.96093520531	21079	0.529411764705882	0
NOL3	3.02119069552924e-05	2223.39563492063	731.6552734375	0	826	16	15	0.0543122258610602	3447	2204	0.00437578149226207	2079.31510959857	375672	0.0576643397324026	44.8913043478261
RBM39	2.30645321787944e-05	1956.35	542.0771484375	0	172	5	2	0	1885	364	-0.638239202591218	1860.13173143026	79216	0.215789473684211	17.2
DLG1	2.8317438411887e-05	2060.63531746032	613.5947265625	0	343	9	6	0.200700014187259	2366	926	0.164831916772253	1949.41141759297	122204	0.069204152249135	20.0083333333333
DNMT3L	1.60525308287702e-05	1801.78098845599	437.14990234375	0	97	2	2	0	1015	196	-0.89567966280295	1721.70542071933	41996	0.552325581395349	97
BCAR3	2.72226013875897e-05	1984.5119047619	561.046875	0	247	8	2	0	2016	604	-0.112315359997585	1882.81400974187	97940	0.117252066115702	4.49090909090909
ENSA	1.55738485695937e-05	1692.07225829726	365.47509765625	0	43	2	1	0	542	88	-0.783653846153846	1625.14140258552	15134	0.5	0
G6PC	1.02115398303396e-05	1708.04090909091	373.53759765625	0	14	1	1	0	549	28	-0.857142857142857	1648.09710821707	10316	1	NA
USP7	2.68523968038927e-05	1960.9880952381	544.8818359375	0	185	6	2	0	1913	526	0.321890642896835	1859.40128930921	78572	0.0820173204279165	2.37179487179487
EDAR	1.7781709150511e-05	1865.99285714286	479.28125	0	114	3	2	0	1291	234	-0.571982281284607	1782.68946476752	36958	0.359477124183007	38
FBXO11	1.81314144423803e-05	1789.68134920635	428.373046875	0	53	3	2	0	961	112	-0.451219512195122	1714.48446080502	26060	0.355072463768116	17.6666666666667
ADAMTS13	9.4169638070451e-06	1385.67265512265	189.173583984375	0	7	1	1	0	64	14	-0.714285714285714	1349.96659618446	789	1	NA
GP2	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
TSEN34	1.0639077359177e-05	1597.39531024531	307.853515625	0	41	1	1	0	331	82	-0.951219512195122	1537.5847381951	16753	1	NA
ITPR2	1.6077834248588e-05	1458.34927849928	226.557861328125	0	17	3	2	0	110	40	-0.155555555555556	1416.42845747333	1962	0.481481481481481	5.66666666666667
KLC3	1.84118032145747e-05	1688.95162337662	363.02685546875	0	49	4	1	0	491	110	-0.144444444444444	1622.4036775833	11188	0.262820512820513	0
SOSTDC1	1.26573444490331e-05	1730.25955988456	391.31982421875	0	74	2	1	0	732	150	-0.472222222222222	1653.94975986028	28776	0.5	0
SETD7	2.26365417416437e-05	1789.53650793651	428.2763671875	0	90	5	1	1	943	200	-0.44777183600713	1711.74707034192	30351	0.246153846153846	0
TUBGCP4	2.63319737169375e-05	1901.41547619048	502.38671875	0	154	8	7	0.0387870074129426	1486	440	0.17857740086001	1812.94888647821	61175	0.118923611111111	21
NR2F6	1.89688851323646e-05	1865.30674603175	478.876953125	0	96	4	2	0	1331	204	-0.300292397660819	1781.96268071628	42474	0.261627906976744	16
REST	2.14747778144626e-05	1923.29285714286	520.0302734375	0	167	4	3	0	1740	346	-0.741599060910395	1827.58496027789	76721	0.29136690647482	55.6666666666667
PTGFR	2.42034530671831e-05	1636.10678210678	333.61669921875	0	281	6	3	0	411	592	-0.75704656151528	1558.88735253772	55273	0.306306306306306	37.4666666666667
FCHO1	1.92872797511888e-05	1892.3246031746	497.4033203125	0	97	3	2	0	1515	200	-0.812444739168877	1807.70031495562	46923	0.378048780487805	32.3333333333333
RAB32	1.28497212537789e-05	1582.64011544012	296.00048828125	0	20	2	1	0	194	42	-0.388888888888889	1532.93884047805	3988	0.5	0
NEU4	1.04945343730751e-05	1611.82261904762	314.478515625	0	36	1	1	0	288	72	-0.944444444444444	1556.83719655872	5364	1	NA
NR2F2	2.5185424005726e-05	2030.55595238095	593.4091796875	0	244	7	1	2	2298	544	-0.158819764464926	1926.99983043375	105320	0.131336405529954	0
CYP2E1	1.29844144998245e-05	1589.27229437229	301.4130859375	0	25	2	1	0	260	52	-0.682352941176471	1534.67775827144	5584	0.5	0
TDRKH	5.80777663333335e-06	1213.40838050838	112.603637695312	0	5	2	1	0	8	12	0.166666666666667	1188.80774944034	69	0.5	0
RNF144A	2.12714022660873e-05	1823.29523809524	450.4365234375	0	97	4	2	0	1081	206	-0.635217723453018	1744.16612437841	41389	0.303333333333333	16.1666666666667
IFT57	2.40591368208801e-05	1620.43300865801	319.8291015625	0	106	8	8	0.0620682809648148	310	268	-0.193840579710145	1559.95728208648	11166	0.30625	64.3571428571428
CAMKK2	1.07269560559863e-05	1834.14523809524	457.0771484375	0	76	1	1	0	1108	152	-0.973684210526316	1758.74223102637	32567	1	NA
SUPV3L1	1.77121565328242e-05	1408.19570707071	202.082275390625	0	29	3	2	0	71	64	-0.462626262626263	1365.57183369382	2257	0.490196078431373	9.66666666666667
CHRNA4	1.57887360697459e-05	1825.04007936508	450.408203125	0	66	2	1	0	1047	134	-0.836538461538462	1752.12593277829	24372	0.5	0
TRO	1.04460679888647e-05	1577.40205627706	294.3291015625	0	22	1	1	0	231	44	-0.909090909090909	1524.54841565829	9782	1	NA
KIN	1.07104190752439e-05	1748.37186147186	402.15673828125	0	62	1	1	0	773	124	-0.967741935483871	1674.32136016737	28052	1	NA
TMPRSS6	1.56425173876399e-05	1712.01551226551	377.77001953125	0	48	2	1	0	614	98	-0.780701754385965	1644.32932052321	11550	0.5	0
MAPK6	1.87268101469657e-05	1809.44285714286	439.5771484375	0	68	3	1	0	929	142	-0.619047619047619	1738.34992504665	23650	0.33879781420765	0
TRAPPC4	2.33477413172252e-05	1651.8797979798	339.27001953125	0	119	6	6	0.0501750035468149	381	268	-0.362539401103231	1588.34471962878	18402	0.281094527363184	71.4
CAPZA1	2.41002174014486e-05	2044.54761904762	603.8662109375	0	287	6	2	0	2408	604	-0.546085972850679	1938.17389228093	139382	0.186909581646424	19.1333333333333
ADORA2B	2.53828598004258e-05	1738.21150793651	396.28125	0	364	7	4	0.0987551639829222	674	784	-0.406333838065676	1653.80534373363	78165	0.276729559748428	39
LY6H	7.02890728040903e-06	1315.25086580087	156.03955078125	0	5	1	1	0	18	10	-0.6	1283.40434566563	322	1	NA
NVL	9.97622258761263e-06	1529.18697691198	267.18359375	0	12	1	1	0	202	24	-0.833333333333333	1478.72388486962	2692	1	NA
EPHB3	2.52017784178584e-05	1990.2626984127	564.490234375	0	234	7	4	0.0987551639829222	1981	510	-0.563317421899511	1893.54318848307	98576	0.170212765957447	33.4285714285714
SYBU	1.00909830537718e-05	1561.82427849928	284.0087890625	0	13	1	1	0	194	26	-0.846153846153846	1514.0272848388	2918	1	NA
KIAA0087	1.02019619400505e-05	1620.68416305916	320.41943359375	0	16	1	1	0	351	32	-0.875	1564.03644371043	4831	1	NA
NR2C1	1.91649368100704e-05	1864.35833333333	476.9248046875	0	78	3	1	0	1248	162	-0.74363658506881	1787.56862868468	36953	0.358208955223881	0
BZW1	1.35177458101339e-05	1704.25281385281	371.81103515625	0	22	2	1	0	577	46	-0.4	1641.5266214069	8262	0.5	0
VAMP1	1.72277100816474e-05	1561.44289321789	284.18798828125	0	27	3	1	0	207	60	-0.308333333333333	1511.04786724817	3935	0.35	0
PDPK1	2.76585300696609e-05	2019.83095238095	584.7099609375	0	255	9	4	0	2164	666	-0.0366712594973465	1917.69976375295	96345	0.0860805860805861	13.0769230769231
CLASRP	1.07054959123545e-05	1835.17781385281	458.69970703125	0	66	1	1	0	1169	132	-0.96969696969697	1756.73037563766	30591	1	NA
OCRL	2.79308837766141e-05	2090.64880952381	637.07421875	0	509	12	11	0.0547010257795201	2684	1150	-0.352900050010762	1970.09375216698	248312	0.122650840751731	107.969696969697
N4BP3	1.59358268426609e-05	1763.76114718615	410.44189453125	0	64	2	1	0	760	130	-0.871219512195122	1693.63469448584	21097	0.526315789473684	0
TCF7L1	2.21442297482825e-05	1959.61666666667	544.4208984375	0	176	5	1	1	1912	372	-0.38703376087277	1862.87600813061	82218	0.219867549668874	0
PRKAR1B	2.27519033035445e-05	2007.09047619048	578.40625	0	252	5	1	1	2197	524	-0.590931969958187	1900.31918664928	106295	0.217040358744395	0
RAB5IF	2.12250523187497e-05	1751.75122655123	402.91943359375	0	83	4	1	0	703	178	-0.587445887445887	1679.51773468905	24585	0.267857142857143	0
TFE3	2.13886429137308e-05	1925.27023809524	520.0029296875	0	138	4	1	0	1668	288	-0.684150326797386	1835.25868027518	53400	0.255905511811024	0
THNSL2	1.04523417855543e-05	1730.0674963925	389.25537109375	0	24	1	1	0	695	48	-0.916666666666667	1662.90441908107	12586	1	NA
IGHG1	2.714335815577e-05	1974.40595238095	552.3310546875	0	173	8	1	10	1895	586	0.417708877809497	1877.71203859753	52088	0.0638586956521739	0
DICER1	2.06420927328881e-05	1813.38376623377	443.28955078125	0	70	4	1	1	1019	170	0.053269477076476	1736.11916037765	26654	0.169590643274854	0
SEPT11	4.52877594257452e-06	1085.86483793984	69.0172119140625	0	3	1	1	0	4	6	-0.333333333333333	1068.67489185631	22	1	NA
DOCK3	1.07299433092853e-05	1825.46948051948	451.73388671875	0	84	1	1	0	1069	168	-0.976190476190476	1748.45972059819	36439	1	NA
NKD1	8.67958631969526e-06	1412.29173881674	202.0048828125	0	5	1	1	0	36	10	-0.6	1375.85520230514	975	1	NA
ERBIN	2.0461940560318e-05	1930.66428571429	522.71875	0	147	4	1	0	1602	306	-0.464911218724778	1843.41565014275	47885	0.251811594202899	0
ADAM15	1.54577936592483e-05	1880.48694083694	488.95068359375	0	143	2	1	0	1308	288	-0.763071895424837	1795.47647486334	62311	0.5	0
SLC25A3	1.05978551605678e-05	1710.27821067821	374.35400390625	0	37	1	1	0	489	74	-0.945945945945946	1651.11419771023	12910	1	NA
PTPRF	2.32141789603131e-05	2011.39722222222	580.0244140625	0	313	5	4	0	2106	646	-0.783291608471465	1909.25855986022	136946	0.250612244897959	93.9
ECH1	1.58304096093556e-05	1797.94722222222	432.744140625	0	48	2	1	0	966	98	-0.816176470588235	1726.62323376584	17113	0.5	0
HAP1	2.77670011558731e-05	2095.52817460317	641.306640625	0	429	10	4	0.0987551639829222	2711	1014	-0.18069266007666	1967.84221645022	172927	0.0843274372686137	27.5
WBP11	1.55795015993306e-05	1673.0003968254	353.91796875	0	31	3	1	0	553	68	-0.25187969924812	1606.53238711866	10013	0.333333333333333	0
NUCB1	1.56499938925098e-05	1624.90321067821	324.40380859375	0	65	2	1	0	425	132	-0.782467532467533	1561.54347587117	14203	0.516949152542373	0
NR2F1	2.62283175582151e-05	2020.87936507937	587.3095703125	0	319	8	6	0.0501750035468149	2246	710	-0.329635195385969	1912.60035679424	135277	0.141539880129092	62.0277777777778
EAF2	1.92123643554696e-05	1663.24206349206	348.611328125	0	38	4	1	0	556	88	-0.12037037037037	1594.67456219129	14985	0.277777777777778	0
ARHGAP24	1.06775127700894e-05	1845.85555555556	464.646484375	0	51	1	1	0	1214	102	-0.96078431372549	1772.07060658038	25952	1	NA
CDH1	2.93883104387839e-05	2157.64246031746	683.2666015625	0	432	11	4	0.197510327965844	3175	1284	0.260409781676285	2035.95413665843	186281	0.0555788297723782	12.3428571428571
SLC25A37	1.86859539276088e-05	1737.66865079365	393.111328125	0	54	3	1	0	652	114	-0.655555555555556	1670.77667676203	12633	0.340425531914894	0
MPL	1.92266307249185e-05	1818.36590909091	446.34814453125	0	91	3	3	0	1023	188	-0.792227151730257	1743.36342159359	44298	0.414285714285714	60.6666666666667
PNRC1	1.92821126595243e-05	2108.14484126984	649.2421875	0	319	3	1	0	2839	644	-0.810042735042735	1999.20638941665	172977	0.340958605664488	0
AATF	2.69733390601822e-05	2017.4380952381	584.5849609375	0	255	8	2	0	2236	600	-0.246744665659879	1911.18509300057	109306	0.111267605633803	5.66666666666667
DAB2IP	1.84283574033125e-05	1796.7380952381	431.521484375	0	44	3	1	0	939	94	-0.552352941176471	1726.4658483228	20197	0.351851851851852	0
TGFBR1	3.09512533668042e-05	2232.24563492063	735.6083984375	0	656	16	13	0.0275895487513653	3509	2952	0.554931364640543	2087.79556143445	229413	0.0286341463414634	9.6
TRPC1	2.23596049176324e-05	1730.96511544012	388.44970703125	0	95	6	4	0.0987551639829222	567	220	-0.196349482897184	1662.07751484482	15604	0.183544303797468	19
ACTC1	2.60467716213086e-05	1897.48214285714	499.37890625	0	105	6	2	0	1470	282	0.0225967586951569	1813.81696300316	53437	0.128427128427128	2.91666666666667
SPRY2	1.92784710881339e-05	1919.82142857143	516.0537109375	0	137	3	1	0	1597	280	-0.818849449204406	1831.47281224819	43575	0.335897435897436	0
CMIP	1.06775127700897e-05	1845.85555555556	464.646484375	0	51	1	1	0	1214	102	-0.96078431372549	1772.07060658038	25952	1	NA
MTFP1	1.06632376352538e-05	1769.31865079365	415.234375	0	47	1	1	0	873	94	-0.957446808510638	1696.21314069077	22565	1	NA
ATG9A	8.9925621312793e-06	1524.5965007215	263.75390625	0	6	1	1	0	161	12	-0.666666666666667	1476.72550548365	2555	1	NA
CLDN3	1.43194047486126e-05	1512.73221500722	255.7138671875	0	14	2	1	0	110	30	-0.466666666666667	1468.67181886324	2167	0.5	0
MCF2L	2.14661152702338e-05	1841.29289321789	461.59423828125	0	145	4	1	0	1051	302	-0.752876984126984	1761.63211905131	41710	0.297826086956522	0
PDK2	2.32510075011399e-05	1892.38571428571	496.296875	0	104	6	3	0	1444	264	0.100186741363212	1807.93038276751	37240	0.135416666666667	7.42857142857143
BANK1	1.39123815368051e-05	1625.43575036075	322.87548828125	0	23	2	1	0	377	48	-0.5	1569.08966393284	5422	0.527777777777778	0
MAVS	1.58938123646887e-05	1753.93019480519	403.79345703125	0	52	3	1	0	725	110	-0.351648351648352	1685.24613696355	19493	0.348484848484849	0
KIAA1217	1.8236826192764e-05	1585.74487734488	299.66552734375	0	31	3	1	0	279	68	-0.444736842105263	1529.8846019224	4505	0.333333333333333	0
DNAJC6	2.42433826831859e-05	1893.93650793651	497.771484375	0	171	6	6	0.0501750035468149	1471	372	-0.627478527478528	1809.31202037892	80897	0.308988764044944	114
TRAF3IP3	1.04747682119076e-05	1658.6965007215	343.1240234375	0	28	2	1	0	390	58	-0.259259259259259	1599.56771669059	7786	0.5	0
DNM2	3.08339070774323e-05	2354.54126984127	826.1923828125	0	1348	19	26	0.0650258095827903	4213	3752	0.174927272608642	2195.31908975003	629507	0.0475412810742152	191.477272727273
ATP1A1	2.52848553533895e-05	2014.20595238095	581.470703125	0	217	6	1	2	2174	506	-0.069073916492127	1913.63095679116	86040	0.115162037037037	0
MRPL4	2.80561137171945e-05	1702.47619047619	372.021484375	0	693	17	16	0.0780206593063508	534	1658	-0.338961277893443	1622.58899454582	87297	0.37108301264431	371.977941176471
CPAMD8	6.38990857911096e-06	1082.36084471084	68.946533203125	0	4	1	1	0	6	8	-0.5	1063.2755239521	23	1	NA
INTS8	1.51508046456042e-05	1680.74924242424	358.68212890625	0	56	2	1	0	509	114	-0.675070028011204	1613.28309815167	23335	0.5	0
GNB5	2.75202926417155e-05	1950.80952380952	537.5380859375	0	445	11	8	0	1664	1022	-0.356868922231927	1847.2511053316	124618	0.15414878397711	74.1666666666667
GAS6	9.22125432460778e-06	1600.04130591631	307.32470703125	0	6	1	1	0	317	12	-0.666666666666667	1547.38280547915	4126	1	NA
CDC16	2.13289892605118e-05	1987.9380952381	564.4609375	0	249	4	3	0	2043	510	-0.682684527880253	1886.06379659442	131881	0.29047619047619	124.5
ASF1A	2.25376039134384e-05	1806.41388888889	439.1796875	0	73	5	2	0	1036	166	-0.379084967320261	1728.72445161094	23291	0.228070175438596	7.3
RFX1	2.39692564742774e-05	2100.98293650794	644.8759765625	0	330	6	2	0	2871	702	-0.348520675611954	1985.23667109217	126095	0.150925486473659	15.7142857142857
SHB	2.53388419552341e-05	2123.95793650794	660.4970703125	0	553	7	7	0.0775740148258852	2774	1148	-0.697483719907213	2003.64766035474	270845	0.184834123222749	263.333333333333
SLC25A1	1.92345210705955e-05	1851.47738095238	468.6591796875	0	115	3	1	0	1156	236	-0.800301659125189	1771.79432491425	36742	0.339563862928349	0
PER2	1.95580080083383e-05	1734.52658730159	391.833984375	0	58	4	3	0	667	128	-0.351034482758621	1664.75577170983	19520	0.276041666666667	19.3333333333333
ADAP1	2.13203247783049e-05	1837.04166666667	460.59765625	0	130	5	1	1	1163	280	-0.338933382429654	1750.34482333734	53245	0.201680672268908	0
NSMF	1.05792816998495e-05	1751.86706349206	401.9814453125	0	36	1	1	0	684	72	-0.944444444444444	1686.89716185726	15426	1	NA
MRM3	1.25611245094659e-06	2	2	0	4	1	1	0	2	10	0.333333333333333	2	4	NA	0
MED24	2.65692665433069e-05	2044.10317460317	603.7783203125	0	368	9	5	0.068033073723357	2432	808	-0.508481618551951	1934.34702978723	160990	0.159555555555556	112.444444444444
PLCB4	2.40959059947971e-05	1754.73293650794	406.9296875	0	221	6	2	0.314253343630457	790	472	-0.621897850577096	1671.66143979289	51592	0.274739583333333	14.7333333333333
KLHL22	1.56439391451092e-05	1658.23217893218	342.95849609375	0	35	2	1	0	388	72	-0.779761904761905	1598.80258863253	10137	0.645833333333333	0
SIRT3	7.83658495312741e-06	1284.66078643579	141.98486328125	0	8	2	1	0	12	18	-0.166666666666667	1255.61152605295	342	0.5	0
GSPT1	2.43698459071288e-05	1847.71785714286	467.38671875	0	296	6	4	0	1178	622	-0.719803685850217	1760.32231481768	159175	0.366412213740458	118.4
KDM4A	1.86709450236813e-05	1715.72420634921	380.01171875	0	50	3	1	0	642	106	-0.581944444444444	1647.71477453965	15913	0.385964912280702	0
USF2	2.2061814713998e-05	1945.04126984127	533.6376953125	0	147	5	2	0	1788	314	-0.393212669683258	1852.91345464032	59727	0.210606060606061	14.7
MYOG	2.65177715755043e-05	1963.09047619048	545.4443359375	0	218	8	8	0.0931024214472221	1851	526	-0.14831525299201	1867.71337474937	75000	0.132903225806452	33.9111111111111
GJA5	1.54672716193434e-05	1687.60836940837	360.42724609375	0	39	2	1	0	433	80	-0.715277777777778	1628.12160458453	10223	0.5	0
NPSR1	2.59159732870289e-05	1717.49880952381	384.4404296875	0	564	8	8	0.0620682809648148	656	1184	-0.781405671919965	1630.13007430358	121109	0.399425287356322	362.571428571429
ELK3	1.58483138418402e-05	1771.96829004329	416.56689453125	0	46	2	1	0	877	94	-0.83304347826087	1699.51079739188	19496	0.51219512195122	0
TRIM32	1.5781148222224e-05	1789.1996031746	427.0927734375	0	81	3	1	0	852	168	-0.35204991087344	1715.6751109635	17525	0.333333333333333	0
NMUR2	2.70066286504318e-05	1778.36984126984	422.53515625	0	553	10	10	0.064138862685067	806	1196	-0.670167783634474	1686.84708327149	122818	0.281347150259067	356.377777777778
PARD6G	2.10514955398764e-05	1829.95119047619	453.6279296875	0	93	4	1	0	1038	198	-0.50915404040404	1754.34388218222	32665	0.259146341463415	0
SUV39H1	3.02236659147211e-05	2105.86785714286	647.1123046875	0	592	15	15	0.0217248903444241	2728	1834	0.241765834923349	1973.17234434142	224039	0.0572809543397779	38.2523076923077
SYCE2	4.40342384194289e-06	1022.64482739483	52.7168579101562	0	3	1	1	0	3	6	-0.333333333333333	1005.79608453995	13	1	NA
SNRK	1.50928079410138e-05	1559.70119047619	282.791015625	0	21	2	1	0	160	44	-0.651515151515151	1511.24880980877	4026	0.566666666666667	0
TBC1D8	9.86656290253238e-06	1517.11277056277	257.5673828125	0	12	1	1	0	113	24	-0.833333333333333	1474.69424619138	2171	1	NA
RAB18	1.57967557041126e-05	1835.06547619048	457.92578125	0	70	2	1	0	1147	142	-0.845989304812834	1758.36125638248	24547	0.5	0
ST8SIA4	9.82894398950152e-06	1558.73733766234	282.44580078125	0	10	1	1	0	212	20	-0.8	1510.52566658692	2744	1	NA
RRM1	2.16847448877053e-05	2032.12222222222	595.7236328125	0	310	4	1	0	2281	632	-0.874057706563266	1923.15183104312	104939	0.27158273381295	0
MMP3	1.40906966063506e-05	1468.44646464646	233.14697265625	0	14	2	1	0	154	30	-0.418181818181818	1423.5611674809	1831	0.5	0
RTN4R	1.75395185185922e-05	1733.68968253968	390.3994140625	0	35	3	1	0	666	76	-0.377089783281734	1668.47087150576	10528	0.345238095238095	0
GRB14	2.15388981876129e-05	1904.3369047619	505.05859375	0	140	4	1	0	1479	292	-0.766801975027299	1817.64639646844	62293	0.261904761904762	0
CEP70	2.46068781123065e-05	1809.52821067821	442.06396484375	0	119	8	5	0.068033073723357	1037	310	0.0361279200675486	1724.47477996965	28993	0.138562091503268	19.8333333333333
DCD	2.14167943409806e-05	1993.55833333333	566.9091796875	0	232	4	1	0	1967	476	-0.712391877637131	1896.89347354365	99528	0.258064516129032	0
RRAS	2.12134058757394e-05	1790.76352813853	427.68408203125	0	62	4	1	1	901	144	-0.173027544351074	1718.52903459956	20497	0.216666666666667	0
YRDC	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
TNPO3	1.9287113369555e-05	1835.64642857143	459.49609375	0	121	3	1	0	1140	248	-0.821611721611722	1751.36986808038	43932	0.333333333333333	0
SYT7	1.00530776311359e-05	1408.07784992785	201.425048828125	0	12	1	1	0	92	24	-0.833333333333333	1368.53188824663	1541	1	NA
EPB41L1	2.399002566878e-05	1881.28214285714	489.12109375	0	134	6	2	0	1359	310	-0.122611555467781	1795.24956557455	41801	0.154235145385588	6.38095238095238
STXBP2	2.24429419819009e-05	1781.27662337662	422.80517578125	0	140	5	2	0	859	300	-0.420837390457644	1702.41315876202	56687	0.251428571428571	14
PRTFDC1	1.81014634504929e-05	1725.34007936508	385.59375	0	42	4	1	0	648	96	-0.0854838709677419	1657.95529878618	9974	0.25	0
MYL7	2.10877350191488e-05	1689.32503607504	362.08251953125	0	84	4	4	0	479	180	-0.652211587695459	1626.39734379025	21844	0.454545454545455	70
NDUFA10	2.49110025287186e-05	1517.94967532468	259.6572265625	0	286	10	10	0.064138862685067	142	662	-0.447548593184023	1465.75463034618	17750	0.69	254.222222222222
CD7	1.07718218007783e-05	1847.48849206349	466.748046875	0	117	2	1	0	1172	236	-0.316091954022989	1765.73784959602	51166	0.5	0
TRIM41	2.31635590958154e-05	1818.29444444444	447.658203125	0	216	5	1	1	1052	452	-0.781439248083453	1735.58886954397	74181	0.424742268041237	0
RAD51B	2.69725124165413e-05	1817.55198412698	446.580078125	0	202	9	10	0.064138862685067	1086	514	-0.127371583311574	1733.94702471773	68325	0.221445221445221	99.1636363636364
RBM10	1.93918366130648e-05	1908.44761904762	507.2255859375	0	152	3	1	0	1433	310	-0.884753550543024	1823.88919560891	37267	0.34032634032634	0
SLC6A3	1.55547332605285e-05	1715.21666666667	378.625	0	32	2	1	0	615	66	-0.757142857142857	1651.97825328527	10038	0.5	0
PIK3R4	1.79227970973214e-05	1915.63888888889	513.279296875	0	174	3	1	0	1538	354	-0.66629680998613	1825.88187660668	63725	0.370860927152318	0
CD46	2.37641434599205e-05	1924.96352813853	519.10498046875	0	170	6	2	0	1569	370	-0.439543738060331	1834.42918482647	53099	0.175438596491228	11.3333333333333
GTF2I	2.7221224066057e-05	2153.85158730159	681.900390625	0	456	10	4	0.0987551639829222	3161	1022	-0.318472973820329	2033.54963853697	204511	0.107038123167155	49.7454545454545
ATG5	2.14659624083449e-05	1924.86904761905	519	0	119	4	1	0	1635	250	-0.704446214333573	1838.64367072224	48687	0.256944444444444	0
PTGES	1.00850245676995e-05	1352.2512987013	177.19580078125	0	12	1	1	0	161	24	-0.833333333333333	1309.94407174309	2541	1	NA
NCF2	2.3813635501046e-05	1932.49484126984	523.7978515625	0	150	5	3	0	1625	356	0.0207749908517172	1843.35584752636	55145	0.1337890625	10.7142857142857
NFKB1	3.066894501496e-05	2215.76626984127	724.7900390625	0	727	16	18	0.0560780568406089	3412	2714	0.446535053869289	2069.92255291246	345969	0.036370514483355	25.3873015873016
XPO4	1.58447792723467e-05	1785.54206349206	424.1884765625	0	54	2	1	0	838	110	-0.840682788051209	1716.03781106547	19693	0.510204081632653	0
SOX10	1.92340763552614e-05	1947.42380952381	536.4365234375	0	144	4	1	1	1899	318	0.0342434678789549	1850.01771179267	64991	0.171875	0
NFATC3	1.58522823660511e-05	1784.70122655123	424.08447265625	0	46	2	1	0	911	94	-0.833333333333333	1714.27755988656	18746	0.552631578947368	0
OGDH	1.51129430522687e-05	1628.86746031746	324.83203125	0	46	2	1	0	314	94	-0.764127764127764	1571.47640909342	5885	0.5	0
BABAM2	1.60399981461144e-05	1845.57936507937	465.630859375	0	74	2	2	0	1273	150	-0.891039426523297	1766.23182369215	36933	0.580645161290323	74
GLMN	2.05791048763205e-05	1793.76428571429	429.0703125	0	46	4	1	0	883	104	-0.33021978021978	1724.68414982092	21852	0.263888888888889	0
