gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
4583	MYO10	3.65962246230559	9	0.001069	38.111111	5135.464895	0.00037	0.166667	6	0.000111	10764.400635	2282.952381
4584	MYO15A	4.52546598599074	3	0.000356	6.333333	708.442808	7e-06	0	0	6.4e-05	2066.631852	1818.234524
4585	MYO15B	4.83331354624243	2	0.000237	5	1138.001568	6e-06	0	0	5.6e-05	3109.535202	1697.269444
4586	MYO16	4.15172741303574	2	0.000237	30.5	2493.822814	8.7e-05	0	0	4.5e-05	6739.801735	1992.808333
4587	MYO18A	4.11456725632198	1	0.000119	97	0	7.2e-05	0	0	3.2e-05	0	2012.183333
4588	MYO18B	4.0396533301674	1	0.000119	105	0	8.7e-05	0	0	2.8e-05	0	2050.94881
4589	MYO1A	3.99976255490918	2	0.000237	41	141.03194	0.000171	0	0	3.9e-05	398.282481	2068.364286
4590	MYO1B	3.96058411492342	3	0.000356	42	720.222386	0.00021	0	0	4.8e-05	1545.409651	2094.17381
4591	MYO1C	3.21227591119554	36	0.004275	40.333333	110467.832882	0.004244	0.055556	35	0.000397	216396.998057	2642.390476
4592	MYO1D	4.35996675768728	1	0.000119	27	0	6.9e-05	0	0	2.9e-05	0	1885.220238
4593	MYO1F	4.05413748070759	2	0.000237	37	148.941587	0.000224	0	0	4.1e-05	318.311136	2040.360714
4594	MYO3A	3.90620918912501	3	0.000356	47.666667	2770.46612	0.000306	0	0	5.6e-05	6272.657192	2125.604762
4595	MYO5A	3.81669238988484	13	0.001544	24.846154	22599.508278	0.000416	0.153846	12	0.000193	45308.43991	2191.083333
4596	MYO5B	4.89706755312834	2	0.000237	3.5	30.203664	1.3e-05	0	0	5.2e-05	126.483083	1670.890873
4597	MYO6	3.29870592425502	16	0.0019	72.25	25036.409148	0.007774	0.108333	13	0.00019	48434.923494	2557.25
4598	MYO7A	3.61284577941351	10	0.001187	31.8	25323.970747	0.000369	0.066667	3	0.000178	51314.609701	2311.521429
4599	MYO9A	4.31960109224742	2	0.000237	22	611.595534	1.9e-05	0	0	4.6e-05	1642.280755	1907.683333
4600	MYO9B	3.82227234951917	6	0.000712	29.833333	9060.257375	0.000387	0.133333	2	9.5e-05	18489.393274	2176.757143
4601	MYOCD	4.38382998931497	2	0.000237	15	0	1.7e-05	1	1	4.6e-05	0	1877.825
4602	MYOD1	3.52154814199216	21	0.002493	27.428571	84579.876289	0.000909	0.033333	7	0.000356	166374.811433	2393.404762
4603	MYOG	3.68550397720527	7	0.000831	40.428571	2038.393535	0.000441	0.142857	3	9.7e-05	3964.033411	2263.966667
4604	MYOM1	4.5845898136056	1	0.000119	21	0	7e-06	0	0	3.4e-05	0	1789.209127
4605	MYOM2	4.32803039297163	1	0.000119	26	0	4.4e-05	0	0	2.9e-05	0	1904.29881
4606	MYOT	4.04404606434762	3	0.000356	22.333333	1804.244447	7.1e-05	0	0	6.2e-05	4142.501557	2044.966667
4607	MYOZ1	4.1910245755669	5	0.000594	12.8	4893.753184	2.7e-05	0.1	1	9.7e-05	11265.534434	1973.710714
4608	MYOZ2	4.2922949068028	4	0.000475	16.75	3585.239362	2.9e-05	0.166667	1	7.2e-05	6552.037979	1922.45
4609	MYOZ3	4.52392259290039	2	0.000237	9.5	1073.909138	1.1e-05	0	0	5.1e-05	2473.950217	1818.775
4610	MYRIP	3.90193517749021	2	0.000237	82	371.906205	9.1e-05	0	0	4.3e-05	929.974813	2129.116667
4611	MYSM1	4.31710791879378	1	0.000119	54	0	4.3e-05	0	0	2.8e-05	0	1916.072619
4612	MYT1	4.02600023744509	2	0.000237	55	0	9.5e-05	1	1	3.8e-05	0	2060.083333
4613	MZB1	4.68906565356761	1	0.000119	17	0	8e-06	0	0	3e-05	0	1748.748413
4614	MZT1	4.22782856464443	3	0.000356	16.666667	0	4.1e-05	1	3	4.8e-05	0	1950.207143
4615	N4BP1	4.67565000593613	1	0.000119	20	0	4.6e-05	0	0	2.7e-05	0	1756.078571
4616	N6AMT1	4.73952273536745	1	0.000119	5	0	2.1e-05	0	0	3.2e-05	0	1730.549206
4617	NAA11	4.99952510981835	1	0.000119	4	0	5e-06	0	0	4.8e-05	0	1636.763095
4618	NAA15	4.02695001780838	4	0.000475	34.25	24572	0.000294	0.166667	1	0.000143	49144	2064.72381
4619	NAA20	3.68645375756856	4	0.000475	93.5	2667.431317	0.000654	0.5	3	6.1e-05	5111.021035	2271.557143
4620	NAA25	4.16205627448652	1	0.000119	67	0	0.000208	0	0	2.7e-05	0	1991.291667
4621	NAA30	4.99940638727294	2	0.000237	3	0	5e-06	1	1	8.5e-05	0	1637.263095
4622	NAA35	4.99940638727294	2	0.000237	3	0	5e-06	1	1	8.5e-05	0	1637.263095
4623	NAA38	3.81324943606791	23	0.002731	57.782609	194.794288	0.00917	0.529644	134	0.000136	348.70761	2208.330952
4624	NAB2	4.85705805532471	1	0.000119	6	0	3e-06	0	0	3.3e-05	0	1684.32619
4625	NABP1	4.36756500059361	3	0.000356	22.666667	43.087449	0.000304	0	0	4.3e-05	172.365773	1899.544048
4626	NABP2	4.36756500059361	3	0.000356	22.666667	43.087449	0.000304	0	0	4.3e-05	172.365773	1899.544048
4627	NACC1	4.10079544105426	2	0.000237	50	21.816144	9.1e-05	0	0	3.7e-05	35.466511	2021.732143
4628	NADK	4.78119434880684	1	0.000119	21	0	2e-06	0	0	3.2e-05	0	1713.216667
4629	NADSYN1	5.13166330286121	2	0.000237	4	154.446811	1e-06	0	0	5.9e-05	577.643059	1590.422619
4630	NAE1	4.22581028137243	3	0.000356	18.666667	4169.282154	3.6e-05	0.333333	1	7.9e-05	9218.45009	1952.890476
4631	NAGA	4.72776920337172	1	0.000119	79	0	6e-06	0	0	2.7e-05	0	1745.54127
4632	NAGK	4.18710673156833	4	0.000475	20	4748.398445	6e-05	0	0	7.7e-05	10258.523428	1978.577381
4633	NAGPA	4.18639439629586	2	0.000237	27.5	422.057796	0.000106	0	0	4.2e-05	1175.014844	1972.290476
4634	NAIP	4.07135224979224	2	0.000237	33.5	65.724602	0.000128	0	0	3.9e-05	143.993894	2031.34881
4635	NALCN	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
4636	NAMPT	4.0563932090704	2	0.000237	33.5	3.220346	6.3e-05	0	0	3.8e-05	6.192331	2037.154762
4637	NANOG	4.82678380624481	2	0.000237	2.5	8192	2e-06	0	0	8.4e-05	16384	1695.336508
4638	NAP1L1	3.44330998456607	8	0.00095	82.25	14359.454777	0.001786	0.071429	2	0.000114	27370.192322	2444.669048
4639	NAP1L4	3.71079187937789	5	0.000594	55.2	9147.458317	0.000382	0	0	8.5e-05	18403.730139	2254.569048
4640	NAP1L5	4.07135224979224	4	0.000475	21.25	1291.836437	5.1e-05	0	0	7e-05	2921.947818	2034.340476
4641	NAPA	4.19707942538288	10	0.001187	18.1	2944.066471	5e-05	0.222222	10	0.000117	6921.081193	1978.638095
4642	NAPB	4.33740947405912	7	0.000831	15.571429	744.59326	6.2e-05	0.095238	2	8.6e-05	1752.774746	1909.215476
4643	NAPG	4.40662471803395	7	0.000831	12.857143	466.105215	3.8e-05	0.190476	4	9.4e-05	1177.17455	1878.297222
4644	NAPSA	4.85468360441648	3	0.000356	13.666667	0	7e-06	1	3	5.3e-05	0	1691.196429
4645	NARF	4.27876053662591	1	0.000119	16	0	3.6e-05	0	0	3e-05	0	1922.459524
4646	NARS	4.06529739997626	2	0.000237	58.5	846.249493	0.000119	0	0	4.2e-05	2068.586514	2039.329762
4647	NASP	4.65107443903597	1	0.000119	5	0	2.8e-05	0	0	3.3e-05	0	1762.835714
4648	NAT10	4.30654161225217	2	0.000237	27.5	27.216239	0.00042	0	0	3.4e-05	63.079855	1919.525
4649	NAT8B	4.44841505401876	1	0.000119	28	0	9.2e-05	0	0	2.6e-05	0	1853.09881
4650	NAT9	3.75317582808975	4	0.000475	49.75	1481.594758	0.000273	0.166667	1	6.1e-05	3075.524622	2220.595238
4651	NAV1	5.3935652380387	1	0.000119	6	0	0	0	0	3.8e-05	0	1511.465079
4652	NAV2	4.20135343701769	3	0.000356	11	190.679493	2.6e-05	0	0	5.3e-05	548.676813	1963.064286
4653	NAXE	4.60097352487237	2	0.000237	18.5	129.546318	6e-06	0	0	5.8e-05	374.679246	1786.044048
4654	NBAS	4.45755669001543	2	0.000237	28.5	0	1.7e-05	1	1	3.4e-05	0	1854.838095
4655	NBEA	4.09153508251217	4	0.000475	21.25	1220.915303	4.6e-05	0	0	6.9e-05	2800.047182	2022.99881
4656	NBL1	4.30499821916182	1	0.000119	32	0	2.4e-05	0	0	2.9e-05	0	1914.892857
4657	NBN	3.82108512406506	14	0.001662	24.214286	2189.990208	0.000335	0.263736	24	0.000142	5221.946258	2188.135714
4658	NBR1	4.58257153033361	1	0.000119	25	0	9e-06	0	0	3e-05	0	1794.911508
4659	NCALD	3.94289445565713	4	0.000475	42.75	2187.452891	7.9e-05	0	0	6.7e-05	4905.700882	2106.120238
4660	NCAM1	3.70236257865369	11	0.001306	27.090909	18297.495952	2e-04	0.018182	1	0.000175	38065.851373	2256.65
4661	NCAM2	4.33206695951561	1	0.000119	21	0	2.8e-05	0	0	3.1e-05	0	1897.391667
4662	NCAN	4.29217618425739	2	0.000237	26	351.72168	1.7e-05	0	0	4.5e-05	863.530111	1922.422619
4663	NCAPD2	4.64430725394752	3	0.000356	9.666667	16.557539	1.6e-05	0.666667	2	5.8e-05	70.338565	1773.642857
4664	NCAPD3	4.01994538762911	3	0.000356	39.333333	0	8.8e-05	1	3	4.9e-05	0	2065.896429
4665	NCAPG	4.25169179627211	6	0.000712	13	2816.826202	4.7e-05	0.133333	2	9.5e-05	7842.468472	1952.746429
4666	NCAPG2	4.57046183070165	3	0.000356	11	111.983533	2.2e-05	0.666667	2	5.5e-05	430.55621	1804.763095
4667	NCAPH	4.54671732161938	5	0.000594	8	8272.28192	2.2e-05	0.4	4	9.9e-05	16755.740309	1815.379762
4668	NCAPH2	3.97673038109937	5	0.000594	34.4	395.467636	0.000113	0.5	5	7.1e-05	888.760712	2093.927381
4669	NCBP1	3.45530096165262	77	0.009143	43.155844	47347.611407	0.026755	0.19378	567	0.00049	92986.268778	2473.495238
4670	NCBP2	3.35189362459931	96	0.011399	50.072917	65455.091973	0.041994	0.248684	1134	0.000581	125322.738568	2557.407143
4671	NCDN	4.08215600142467	1	0.000119	108	0	0.000151	0	0	2.9e-05	0	2032.279762
4672	NCF2	4.02683129526297	7	0.000831	21.428571	12328.019973	7e-05	0.142857	3	0.000137	26576.542878	2059.87381
4673	NCK1	3.36067909295975	69	0.008193	14.73913	131756.511918	0.001579	0.01023	24	0.000917	281556.60059	2530.316667
4674	NCK2	3.35949186750564	40	0.004749	28.05	63366.726602	0.001075	0.073077	57	0.000456	126029.117737	2517.364286
4675	NCKAP1	3.57319244924611	12	0.001425	53.75	5352.460643	0.000736	0.242424	16	0.000141	10078.08254	2353.269048
4676	NCKAP1L	4.01923305235664	6	0.000712	28.166667	292.524776	0.000157	0.4	6	8.2e-05	734.129798	2063.85
4677	NCKAP5	3.94479401638371	1	0.000119	148	0	0.00011	0	0	3e-05	0	2108.234524
4678	NCKIPSD	3.47928291582572	10	0.001187	67.7	5764.406982	0.001513	0.133333	6	0.000118	11521.225011	2418.1
4679	NCL	3.37587557877241	23	0.002731	39	34751.661018	0.00403	0.083004	21	0.000258	68829.63033	2499.82619
4680	NCOA1	3.54363053543868	25	0.002968	28	18130.002458	0.000977	0.053333	16	0.000279	37712.082013	2382.147619
4681	NCOA2	3.3121215718865	34	0.004037	33.882353	57729.123324	0.001351	0.062389	35	0.000405	114565.685217	2552.761905
4682	NCOA3	3.46776682892081	17	0.002019	36.058824	16243.734003	0.000891	0.036765	5	0.000192	35718.720996	2425.719048
4683	NCOA4	3.6002611895999	8	0.00095	54.5	1497.529416	0.000513	0.25	7	9.5e-05	3105.578162	2324.319048
4684	NCOA5	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
4685	NCOA6	3.31057817879615	34	0.004037	36.911765	74460.615435	0.001702	0.060606	34	0.000409	145516.675337	2561.821429
4686	NCOA7	3.89303098658435	2	0.000237	63	0	0.000103	1	1	4e-05	0	2131.911905
4687	NCOR1	3.250504570818	62	0.007362	31.790323	122935.57293	0.002643	0.078794	149	0.000671	232186.506089	2629.895238
4688	NCOR2	3.24706161700107	51	0.006056	36.490196	77044.746249	0.003168	0.098824	126	0.00053	147613.084291	2627.152381
4689	NCR1	4.59206933396652	1	0.000119	10	0	9e-06	0	0	3.4e-05	0	1786.484524
4690	NCR3	4.6941707230203	1	0.000119	25	0	7e-06	0	0	2.9e-05	0	1749.490476
4691	NCSTN	3.81324943606791	7	0.000831	29	2771.023345	0.000238	0.333333	7	9.4e-05	6177.777085	2182.875
4692	NDC1	4.65736673394278	1	0.000119	18	0	3.1e-05	0	0	2.6e-05	0	1768.116667
4693	NDC80	3.59764929360085	49	0.005818	25.857143	36817.175451	0.000895	0.284014	334	0.000416	71077.947791	2347.907143
4694	NDE1	3.50445209545293	19	0.002256	32.526316	23553.511013	0.000504	0.116959	20	0.000219	46358.998987	2397.161905
4695	NDEL1	3.61035260595987	13	0.001544	31.076923	9518.902449	0.000395	0.102564	8	0.000147	19388.837355	2318.640476
4696	NDFIP1	4.49982191618188	1	0.000119	18	0	7.3e-05	0	0	2.9e-05	0	1825.970238
4697	NDFIP2	4.49982191618188	1	0.000119	18	0	7.3e-05	0	0	2.9e-05	0	1825.970238
4698	NDN	3.8841267956785	10	0.001187	12.9	27686.642108	0.000395	0	0	0.000155	57532.800842	2141.285714
4699	NDOR1	4.30250504570818	3	0.000356	35	8192	2.9e-05	0.333333	1	7.5e-05	16384	1921.927381
4700	NDRG1	3.58553959396889	15	0.001781	39.733333	8688.610058	0.00752	0.057143	6	0.000157	20171.116912	2347.547619
4701	NDRG2	4.60311053068978	1	0.000119	16	0	5.5e-05	0	0	2.6e-05	0	1787.45
4702	NDUFA1	4.25750920099727	28	0.003325	27.25	2996.810195	6.8e-05	0.854497	323	0.000171	6752.55244	1950.891667
4703	NDUFA10	4.14412917012941	17	0.002019	27.647059	3930.809065	8.1e-05	0.713235	97	0.00012	7939.578082	2001.954762
4704	NDUFA11	4.34382049151134	28	0.003325	26.5	433.108913	6.4e-05	0.820106	310	0.000168	872.986921	1911.45119
4705	NDUFA12	4.34310815623887	27	0.003206	27.851852	131.109941	6.3e-05	0.917379	322	0.00016	262.943743	1911.175
4706	NDUFA13	4.54113736198504	12	0.001425	27.75	114.407785	3.6e-05	0.833333	55	8.1e-05	224.243505	1817.169048
4707	NDUFA4L2	4.10079544105426	3	0.000356	29	612.816344	0.00012	0	0	6.3e-05	1928.202349	2017.310714
4708	NDUFA5	4.03074913926155	31	0.003681	27.322581	20372.209904	0.000187	0.741935	345	0.000199	43904.377342	2072.689286
4709	NDUFA6	4.00510506945269	32	0.0038	25.65625	25486.104141	0.000144	0.667339	331	0.00022	54847.130804	2084.235714
4710	NDUFA7	4.32791167042621	29	0.003443	26.137931	3539.687068	6.3e-05	0.795567	323	0.000189	7941.288975	1920.075
4711	NDUFA8	4.33479757806007	27	0.003206	27.851852	119.610639	6.4e-05	0.911681	320	0.000161	259.46477	1914.67381
4712	NDUFAB1	4.34310815623887	27	0.003206	28.037037	68.894939	6.4e-05	0.925926	325	0.000161	123.340903	1911.175
4713	NDUFAF1	4.33740947405912	12	0.001425	25.5	1610.335672	5e-05	0.69697	46	9e-05	4069.539997	1904.953571
4714	NDUFAF2	5.31544580315802	1	0.000119	29	0	1e-06	0	0	2.3e-05	0	1537.155159
4715	NDUFAF3	4.4217024813012	9	0.001069	27.333333	1722.007367	6.1e-05	0.694444	25	7e-05	3867.234409	1869.121429
4716	NDUFAF5	5.51703668526653	2	0.000237	4	504.516217	1e-06	0	0	5e-05	1947.961658	1477.230556
4717	NDUFAF6	5.83307610115161	2	0.000237	2.5	40.199767	0	0	0	5.4e-05	341.935128	1394.928968
4718	NDUFAF7	4.5449364834382	6	0.000712	25.833333	8654.316449	2.8e-05	0.666667	10	6.6e-05	17986.02653	1813.340476
4719	NDUFB1	4.08500534251454	26	0.003087	29.423077	7997.643506	0.000141	0.870769	283	0.000163	15685.259869	2040.507143
4720	NDUFB10	4.13926154576754	32	0.0038	25.65625	14837.586243	7.7e-05	0.72379	359	0.000196	30044.906592	2014.2
4721	NDUFB11	4.34287071114805	29	0.003443	26.482759	8354.361033	6.5e-05	0.825123	335	0.000186	16698.011992	1912.175
4722	NDUFB2	4.34310815623887	27	0.003206	28.037037	68.894939	6.4e-05	0.925926	325	0.000161	123.340903	1911.175
4723	NDUFB3	4.25727175590645	22	0.002612	27.636364	3307.107444	7.8e-05	0.857143	198	0.000139	8116.571937	1947.378571
4724	NDUFB4	4.13558114685979	27	0.003206	28.777778	5719.0811	0.00011	0.888889	312	0.000169	12187.970349	2011.802381
4725	NDUFB6	4.33515374569631	29	0.003443	26.793103	383.029451	6.6e-05	0.842365	342	0.000173	764.75661	1915.89881
4726	NDUFB7	4.3267244449721	30	0.003562	26.233333	434.172806	6.7e-05	0.806897	351	0.000179	922.701419	1919.897619
4727	NDUFC1	4.34322687878428	26	0.003087	28.5	42.281904	6.3e-05	0.96	312	0.000155	75.450947	1910.675
4728	NDUFC2	4.61783212632079	13	0.001544	27.461538	94.826705	2.3e-05	0.794872	62	8.8e-05	196.906411	1787.262698
4729	NDUFS1	4.05152558470854	28	0.003325	26.821429	22510.809609	8.7e-05	0.722222	273	0.000188	48112.71246	2053.421429
4730	NDUFS2	4.21892437373857	30	0.003562	25.766667	3879.02287	7.8e-05	0.756322	329	0.000186	8798.517887	1971.409524
4731	NDUFS3	3.80244568443547	32	0.0038	28.53125	44751.249012	0.000244	0.665323	330	0.000203	87780.741196	2206.085714
4732	NDUFS4	4.2463492817286	28	0.003325	27.357143	1123.818141	7.1e-05	0.87037	329	0.000168	2176.385241	1957.622619
4733	NDUFS5	4.27923542680755	26	0.003087	26.384615	1209.564698	6.7e-05	0.803077	261	0.000159	2325.828227	1941.253571
4734	NDUFS6	4.16193755194111	25	0.002968	28.08	8272.179014	0.000108	0.853333	256	0.000156	17900.855697	1997.684524
4735	NDUFS7	3.75175115754482	32	0.0038	29.40625	58398.957777	0.001059	0.6875	341	0.000208	114618.30011	2233.207143
4736	NDUFS8	4.23210257627924	31	0.003681	25.225806	2325.88708	7.4e-05	0.731183	340	0.000191	4807.144162	1965.654762
4737	NDUFV1	4.01970794253829	32	0.0038	26.25	19200.898225	0.000155	0.689516	342	0.00021	37684.890125	2077.555952
4738	NDUFV3	4.27187462899205	26	0.003087	27.346154	3264.318655	0.000124	0.858462	279	0.000159	7759.826617	1945.964286
4739	NEB	4.3632909889588	2	0.000237	18.5	0	2.7e-05	1	1	4.7e-05	0	1885.953571
4740	NECAB2	4.13237563813368	5	0.000594	19.2	1185.898871	7.9e-05	0	0	7.6e-05	2897.687612	2007.07619
4741	NECAB3	4.24670544936483	1	0.000119	51	0	3.2e-05	0	0	3.1e-05	0	1941.75
4742	NECAP1	3.86584352368515	8	0.00095	23.25	419.783537	0.000405	0.285714	8	9.2e-05	1136.873535	2148.855952
4743	NECAP2	4.02006411017452	3	0.000356	23.333333	99.069832	0.000126	0	0	4.6e-05	255.294836	2058.688095
4744	NECTIN1	4.46313664964977	2	0.000237	16	413.054968	1.5e-05	0	0	4.7e-05	949.895393	1842.579762
4745	NECTIN2	4.24575566900154	4	0.000475	18	3449.600193	2e-05	0.166667	1	8.2e-05	8546.550095	1945.754762
4746	NECTIN3	4.43939214056749	3	0.000356	12	535.252462	1.5e-05	0.333333	1	6.5e-05	1251.693682	1853.710714
4747	NEDD1	3.7671850884483	6	0.000712	41	8579.824426	0.000331	0.2	3	8.6e-05	18083.550271	2218.871429
4748	NEDD4	3.52724682417191	18	0.002137	37.722222	33085.593202	0.003997	0.071895	11	0.00023	67017.609262	2380.854762
4749	NEDD4L	3.54291820016621	19	0.002256	51.894737	9563.198761	0.002795	0.052632	9	0.000185	19372.614238	2375.930952
4750	NEDD9	3.63813368158613	10	0.001187	34.6	5140.632051	0.000428	0.088889	4	0.000126	11583.218146	2299.307143
4751	NEFH	4.17357236139143	2	0.000237	21	85.791968	2.4e-05	0	0	4e-05	221.276873	1977.45
4752	NEFL	3.80054612370889	5	0.000594	34.2	17870.723521	0.000142	0.1	1	9.6e-05	36190.204807	2187.42381
4753	NEFM	4.65831651430607	1	0.000119	8	0	7e-06	0	0	3.1e-05	0	1763.034524
4754	NEIL1	4.47952036091654	3	0.000356	5.333333	215.336507	1.2e-05	0	0	6.1e-05	828.85786	1836.161905
4755	NEIL2	3.87534132731806	1	0.000119	191	0	0.000286	0	0	2.7e-05	0	2153.445238
4756	NEK1	3.83331354624243	8	0.00095	20	22201.142358	0.000176	0.035714	1	0.00013	46449.802305	2170.635714
4757	NEK11	4.68312952629704	1	0.000119	12	0	7e-06	0	0	2.8e-05	0	1752.465476
4758	NEK2	3.71055443428707	12	0.001425	38.5	12044.233598	0.000394	0.287879	19	0.000142	24550.881199	2256.245238
4759	NEK3	4.30606672207052	2	0.000237	26	2.343926	3e-05	0	0	3.8e-05	6.89496	1919.372619
4760	NEK6	3.45031461474534	19	0.002256	31.894737	34269.300967	0.000973	0.011696	2	0.000219	70963.315891	2436.554762
4761	NEK8	3.94479401638371	1	0.000119	148	0	0.00011	0	0	3e-05	0	2108.234524
4762	NEK9	3.83901222842218	7	0.000831	24.142857	3328.164401	0.00018	0.142857	3	9.2e-05	7675.794042	2167.691667
4763	NELFA	4.06624718033955	1	0.000119	135	0	0.000509	0	0	2.5e-05	0	2049.738095
4764	NELFB	3.66354030630417	4	0.000475	87.5	706.068713	0.000296	0.5	3	5.9e-05	1458.50964	2283.209524
4765	NELFCD	3.70010685029087	8	0.00095	28	16773.612859	0.000792	0	0	0.000131	35971.571566	2254.92619
4766	NELFE	3.96295856583165	2	0.000237	84	709.114783	0.000538	0	0	3.4e-05	1421.610954	2104.255952
4767	NELL2	4.43025050457082	2	0.000237	28	512.423545	1.2e-05	0	0	4.9e-05	1147.620823	1861.945238
4768	NEO1	4.18853140211326	3	0.000356	17	8283.469022	4e-05	0	0	8.1e-05	16748.73846	1972.396429
4769	NES	4.19565475483794	1	0.000119	78	0	4.2e-05	0	0	2.7e-05	0	1969.564286
4770	NEU1	3.98409117891488	2	0.000237	59	2184.352704	0.002084	0	0	4.2e-05	4988.543389	2083.564286
4771	NEU4	4.28671494716847	2	0.000237	32	416.338877	1.8e-05	0	0	4.7e-05	863.218178	1926.311905
4772	NEURL2	3.92841030511694	1	0.000119	114	0	8.4e-05	0	0	2.8e-05	0	2111.107143
4773	NEUROD1	3.54351181289327	9	0.001069	51.222222	16218.262235	0.000804	0.138889	5	0.000127	32480.37071	2367.730952
4774	NEUROG1	3.87534132731806	1	0.000119	191	0	0.000286	0	0	2.7e-05	0	2153.445238
4775	NF1	3.90739641457913	6	0.000712	23.833333	3115.578641	0.000119	0	0	8.8e-05	7448.314492	2127.221429
4776	NF2	3.80493885788911	4	0.000475	48.25	1068.166904	0.000123	0.333333	2	6.4e-05	2113.468146	2188.435714
4777	NFAM1	4.08892318651312	2	0.000237	61	2.828795	8.6e-05	0	0	3.8e-05	4.968577	2024.503571
4778	NFASC	3.68039890775258	14	0.001662	31.714286	34491.017513	0.000276	0.087912	8	0.000214	70449.842677	2280.139286
4779	NFAT5	5.3935652380387	1	0.000119	6	0	0	0	0	3.8e-05	0	1511.465079
4780	NFATC1	4.37741897186276	3	0.000356	10	89.968732	2.3e-05	0	0	5.2e-05	240.197375	1878.467857
4781	NFATC2	3.55312833907159	8	0.00095	54.75	8550.111003	0.00054	0.107143	3	0.000107	18292.193689	2360.330952
4782	NFATC3	4.00403656654399	4	0.000475	26.5	234.815001	0.000212	0.166667	1	5.8e-05	563.071842	2071.238095
4783	NFATC4	4.16300605484982	1	0.000119	63	0	0.000105	0	0	2.8e-05	0	1983.178571
4784	NFE2	3.90146028730856	7	0.000831	22.857143	13891.886223	0.000175	0.047619	1	0.000119	30282.967006	2136.685714
4785	NFE2L1	3.97399976255491	8	0.00095	20.625	6139.232389	0.000136	0.142857	4	0.000114	12692.936166	2094.92381
4786	NFE2L2	3.8423364596937	6	0.000712	31.5	5745.179207	0.000175	0	0	8.9e-05	13022.337752	2170.320238
4787	NFE4	4.31710791879378	1	0.000119	54	0	4.3e-05	0	0	2.8e-05	0	1916.072619
4788	NFIB	4.45114567256322	2	0.000237	7	140.769239	1.3e-05	0	0	5.9e-05	784.117035	1848.534524
4789	NFIC	4.02374450908227	3	0.000356	34	9694.118799	8.8e-05	0	0	9e-05	20294.024919	2063.138095
4790	NFIL3	4.43666152202303	5	0.000594	11.4	1162.56479	1.6e-05	0.3	3	7.7e-05	3010.16336	1858.396429
4791	NFIX	3.84387985278404	5	0.000594	41.4	1235.305563	0.000168	0	0	7.7e-05	3144.415494	2170.671429
4792	NFKB1	3.31307135224979	45	0.005343	28.844444	81091.188999	0.003998	0.043434	43	0.000511	169241.026599	2566.738095
4793	NFKB2	3.09129763742135	90	0.010686	40.233333	199053.414064	0.041677	0.065169	261	0.000825	370857.14959	2775.295238
4794	NFKBIA	3.12133444141042	47	0.005581	50.234043	113428.473357	0.014873	0.064755	70	0.000475	219763.045472	2734.780952
4795	NFKBIB	3.27496141517274	35	0.004156	44.257143	52272.334422	0.013194	0.080672	48	0.000355	102995.889464	2590.75
4796	NFKBIE	3.55490917725276	18	0.002137	29.666667	22835.365813	0.002298	0.104575	16	0.000233	46806.802787	2362.080952
4797	NFKBIL1	4.24041315445803	6	0.000712	25	5033.304209	7.6e-05	0.066667	1	7.1e-05	10598.338018	1957.088095
4798	NFKBIZ	4.28564644425976	1	0.000119	45	0	7.3e-05	0	0	2.7e-05	0	1927.778571
4799	NFRKB	4.60370414341683	3	0.000356	20.666667	0	1.9e-05	1	3	4.7e-05	0	1792.510714
4800	NFS1	3.94479401638371	1	0.000119	148	0	0.00011	0	0	3e-05	0	2108.234524
4801	NFU1	4.6837231390241	4	0.000475	4.5	10189.402038	1.1e-05	0	0	0.000115	22927.269304	1754.561905
4802	NFX1	4.39297162531165	4	0.000475	17.5	1600.969394	6.1e-05	0.333333	2	6.3e-05	4399.277901	1881.584524
4803	NFYA	3.6732755550279	8	0.00095	41.25	18083.969326	0.000772	0.035714	1	0.000126	36425.33635	2283.138095
4804	NFYB	3.86893030986584	8	0.00095	23.75	5607.982603	0.000208	0.035714	1	0.000113	13026.576027	2160.835714
4805	NFYC	3.60631603941588	6	0.000712	70.166667	1769.884376	0.000538	0.266667	4	7.9e-05	4066.876337	2328.395238
4806	NGB	5.39309034785706	1	0.000119	3	0	0	0	0	4.1e-05	0	1507.978571
4807	NGEF	4.36732755550279	5	0.000594	10.4	40.061931	2.7e-05	0	0	7.5e-05	116.897269	1888.872619
4808	NGF	4.43535557402351	2	0.000237	14.5	171.3846	1e-05	0	0	4.4e-05	443.677484	1853.089286
4809	NGFR	3.5449364834382	18	0.002137	21.5	40454.806795	0.000488	0.058824	9	0.000262	83316.097719	2362.738095
4810	NGLY1	4.12359016977324	5	0.000594	19.8	13.40631	0.000389	0.8	8	6.7e-05	29.799066	2008.435714
4811	NHEJ1	4.17737148284459	3	0.000356	22.666667	0	0.00011	1	3	4.6e-05	0	1979.977381
4812	NHLH1	4.30452332898017	3	0.000356	14	8248.550717	2.5e-05	0	0	7.8e-05	16512.572917	1918.192857
4813	NHLRC1	5.65629823103407	1	0.000119	4	0	0	0	0	4.2e-05	0	1438.184524
4814	NHP2	4.81989789861095	2	0.000237	3	0	1.9e-05	1	1	6.3e-05	0	1696.95
