spl	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	dmnc	geokpath	lincent	semilocal	coreness	hub_score	eccentricity	subgraph_centrality	pc	gilschmidt
SLK	4.01965037641955	0.000128	148	0	0.000253	0	1894.503968	1.07762887386285e-05	1894.50396825397	499.8916015625	0	149	0	1470	1803.74084185131	54727	1	0.00157567067438504	10	1896621339144827	0	0.251327138266629
SLMAP	4.64897282123261	0.000383	8.333333	144.80808	6e-06	0.333333	1614.290512	1.71442315163284e-05	1614.29051226551	315.60205078125	0	28	0	304	1559.57193829939	6377	3	3.47038988120404e-05	11	919362059510.831	0	0.214153689608062
SLN	6.11458466249841	0.000128	3	0	0	0	1208.307251	6.39458897732972e-06	1208.28344155844	110.0234375	0	4	0	5	1185.75634390651	57	1	1.12768094418355e-07	12	9711489.93637887	0	0.160292311164553
SLPI	4.21487814214623	0.00051	17	3166.773459	3.2e-05	0	1787.726984	2.05352121452671e-05	1787.72698412698	424.3876953125	0	72	0	764	1720.19387260838	16184	3	0.000200808633999212	10	30772685507280.7	0.625	0.237161977199115
SLU7	4.1101186678576	0.001787	37.857143	318.288521	0.001788	0.296703	1862.061147	2.85840731096718e-05	1862.06114718615	477.41845703125	1	544	0.0487557870757461	1212	1764.03849616591	239361	12	0.011111799532389	11	95050603465591632	1.11022302462516e-16	0.24702323523296
SMAD1	3.31568202118157	0.008167	16.640625	290382.824491	0.00118	0.015377	2356.963889	3.16517844722049e-05	2356.96388888889	824.03125	1	1129	0.0910361334159064	4093	2186.70171252646	454090	11	0.00736765871534782	9	41494479521315592	0.6865234375	0.312677618584334
SMAD2	3.27000127599847	0.007274	22.719298	216037.844936	0.006761	0.020677	2391.663889	3.16482139350315e-05	2391.66388888889	851.0869140625	0	1352	0.0766083455494393	4393	2217.24915128575	612822	11	0.0423166916101139	10	1366590989600551424	0.649430594028932	0.317280961646155
SMAD3	3.1654970014036	0.008295	25.723077	327498.891325	0.004497	0.022115	2480.556746	3.17202028533839e-05	2480.55674603175	915.8994140625	0	1737	0.0949967760539922	4816	2290.44840374073	806062	11	0.0281444700753648	10	604496970723549568	0.448757396449704	0.329073593265004
SMAD4	3.18119178256986	0.009699	20.526316	428769.661684	0.006965	0.017895	2467.390079	3.18474389874763e-05	2467.39007936508	904.3984375	1	1636	0.0625282780293347	4715	2279.148209057	744969	11	0.0436153177349159	9	1451589991574660864	0.541551246537396	0.327326887684389
SMAD5	3.76138828633406	0.002297	24.222222	38148.72109	0.000869	0.039216	2048.253571	2.87485617426614e-05	2048.25357142857	606.02734375	0	454	0.0775740148258852	2271	1927.58816744691	170819	7	0.00541658773722358	10	22456426263094992	0.518518518518519	0.271723742561477
SMAD6	4.0437667474799	0.000893	15	1774.71739	0.000149	0.142857	1879.180988	2.45323230318483e-05	1879.18098845599	488.14306640625	0	112	0.0987551639829222	1415	1792.98362311066	40642	5	0.00093135544506669	11	662206153249664	0.612244897959184	0.249294373634368
SMAD7	3.5724129131045	0.002425	24.263158	44736.229297	0.00046	0.046784	2153.134127	2.92749888901973e-05	2153.13412698413	680.1611328125	1	480	0.0501750035468149	3046	2029.55473800764	179531	8	0.00287761247487791	10	6320085282805487	0.437673130193906	0.285637321170592
SMAD9	3.75118029858364	0.004084	9.84375	112881.754157	0.000399	0.006048	2051.303571	3.00140805014071e-05	2051.30357142857	605.58203125	1	347	0	2253	1932.83366215389	114919	7	0.00248052253390209	10	4722917565121355	0.796875	0.272128359170657
SMARCA2	3.61209646548424	0.001787	36.357143	4939.022242	0.000545	0.120879	2131.559921	2.85265476963169e-05	2131.55992063492	665.990234375	1	523	0.0213796208950223	2960	2007.25745372333	251493	9	0.00339796537172059	9	8824488185715831	0.357142857142857	0.282775261426734
SMARCA4	3.26311088426694	0.006508	31.784314	148127.70386	0.001956	0.088627	2397.543254	3.15274416363039e-05	2397.54325396825	856.0224609375	1.8	1672	0.0648337194815105	4367	2221.93109920619	786125	11	0.0122089699922425	10	113830416551815232	0.506728181468666	0.318060925174859
SMARCA5	3.42707668750798	0.002935	36.782609	47494.920045	0.001508	0.071146	2260.328175	2.98654971098742e-05	2260.32817460317	758.3203125	2.75	869	0.0911683762992002	3686	2115.62454389754	390271	11	0.00943691221931537	9	67963179528445800	0.623818525519849	0.2998578103745
SMARCAL1	4.11637106035473	0.00051	55.25	0	0.000451	1	1846.949603	2.16420301461773e-05	1846.9496031746	467.2041015625	0	225	0	1230	1761.35908245505	101743	4	0.00282031039985297	10	6070229491474176	0	0.245018519922327
SMARCB1	3.36570116115861	0.003956	34.935484	54799.613628	0.000902	0.126882	2309.118254	3.06438731658072e-05	2309.06825396825	793.587890625	1	1114	0.0520206476662322	4029	2154.20419304697	538853	11	0.00563746547839156	9	24264719463435224	0.432882414151925	0.306323726979049
SMARCC1	3.23095572285313	0.003446	56.037037	50095.917502	0.002758	0.188034	2413.121032	3.04827280741581e-05	2413.12103174603	870.40625	5.14299589299589	1540	0.0569836874831703	4518	2244.04423206035	750001	11	0.017243570577467	9	226944199385403072	0.266117969821674	0.320127491608633
SMARCC2	3.53438815873421	0.002297	35.611111	13485.765095	0.000725	0.176471	2183.459921	2.92764516873079e-05	2183.45992063492	703.083984375	2.75	659	0.0881353840517773	3290	2051.38972526084	318283	9	0.00453071300313043	9	15678227481807982	0.364197530864198	0.289660376841962
SMARCD1	3.60877886946536	0.002169	29	19580.031743	0.000333	0.183824	2128.823413	2.91889827628876e-05	2128.82341269841	663.1181640625	2.92	510	0.0630706505250264	2960	2009.10275086628	237601	9	0.00207502483356536	10	3289830022183119	0.110726643598616	0.282412233045663
SMARCD2	3.55416613500064	0.001531	46.5	11675.673907	0.001278	0.348485	2163.580556	2.7834682432981e-05	2163.58055555556	688.7421875	1	570	0.064138862685067	3150	2039.97429453579	295313	8	0.0079981375747395	9	48815587048500512	0.291666666666667	0.28702315674653
SMARCD3	3.95827485007018	0.000893	24.857143	1710.881114	0.00011	0.238095	1926.483333	2.50995804184545e-05	1926.48333333333	521.4052734375	0	181	0.0987551639829222	1720	1831.70897134199	85483	6	0.000688221567896113	10	361688712366870	0.612244897959184	0.255569558680445
SMARCE1	3.89332652800817	0.000893	22.857143	1826.419236	0.000183	0.047619	1957.975794	2.4925368783046e-05	1957.97579365079	542.861328125	0	167	0	1907	1862.26546932354	73506	6	0.00114294554551537	10	997351706204932	0.244897959183674	0.259747385732375
SMC1A	3.6129896644124	0.002808	30.272727	20595.482975	0.000712	0.125541	2135.834127	2.99584487574419e-05	2135.83412698413	668.5439453125	0	688	0.0543122258610602	2994	2006.76122196716	283410	13	0.00445506657428334	10	15146229849412204	0.632231404958678	0.283342282698849
SMC1B	4.35140997830803	0.000766	21.166667	301.958766	6.4e-05	0.2	1743.526587	2.38265372886914e-05	1743.52658730159	398.919921875	0	133	0	724	1666.22028033546	42501	5	0.0004029544986409	10	123916746983060	0.444444444444444	0.231298300252263
SMC2	3.78371825953809	0.002552	21.65	21857.639724	0.000941	0.147368	2035.547619	2.93325368521573e-05	2035.54761904762	597.15625	3.70555555555556	453	0.0325873355166362	2265	1916.2123225306	162405	10	0.00589315505015509	10	26500530366679444	0.72	0.270038155883186
SMC3	3.58568329718004	0.005998	31.276596	57764.511282	0.00149	0.26827	2173.936508	3.1408696000507e-05	2173.93650793651	694.0361328125	1	1517	0.0654901105493967	3064	2022.04348599694	543476	18	0.00933033618320334	10	66431559434340056	0.418288818469896	0.288396989643978
SMC4	3.67155799413041	0.00268	28.333333	33503.424331	0.001147	0.157143	2107.580952	2.94353855146002e-05	2107.58095238095	648.8818359375	1.8	616	0.0640892078178388	2700	1974.74956558004	228049	10	0.00717295619430725	10	39264368030258576	0.671201814058957	0.279594183122947
SMC5	0.00102079877504147	0.000383	2.666667	1.5	0	0.666667	3.833333	1.25659365348998e-06	3.83333333333333	2.875	0	11	0	5	3.125	32	2	3.20658774477376e-16	3	4.33554250245917	0	0.766666666666667
SMC6	0.00114839862192165	0.000255	2	4	0	0	3.333333	1.25659364734473e-06	3.33333333333333	2.625	0	6	0	5	2.77777777777778	16	1	2.13319608444695e-16	3	2.31240610250465	0.5	0.666666666666667
SMCP	4.833864999362	0.000128	23	0	2.3e-05	0	1548.882973	1.03410557725199e-05	1548.83297258297	277.06201171875	0	24	0	188	1499.91933057044	3253	1	0.000142762006908358	11	15562852118638.3	0	0.205470014935404
SMG1	3.6658160010208	0.001404	53.818182	9949.913305	0.01458	0.272727	2094.95119	2.73901379219328e-05	2094.95119047619	639.8154296875	1	603	0.10035000709363	2734	1977.84273730377	338117	7	0.0913596216971062	10	6368812057920759808	0.611570247933884	0.277918703963386
SMG5	4.59104249074901	0.000383	7.666667	26.986045	0.000437	0	1639.67583	1.82875492377765e-05	1639.67582972583	332.29052734375	1	26	0	408	1579.25080600334	11311	3	0.00273967638611927	11	5727347185306516	0.444444444444444	0.217521335861749
SMG6	4.32384841138191	0.000638	30.8	605.997497	0.003139	0	1759.297294	2.26220904413446e-05	1759.29729437229	410.0283203125	0	159	1	819	1676.84129138877	76746	4	0.0196585143653159	11	294897732664069952	0.48	0.233390460914336
SMG7	4.56743651907618	0.000128	23	0	7e-06	0	1643.699675	1.04336370041688e-05	1643.66634199134	333.5576171875	0	24	0	366	1587.4128788937	6842	1	4.57109139745842e-05	11	1594822141809.37	0	0.218050721941016
SMG8	4.54957254051295	0.000383	20	59.638187	0.002022	0.333333	1661.592136	1.76414249774778e-05	1661.59213564214	347.2080078125	1	63	0	494	1593.64588416772	31042	2	0.0126722004429807	11	122533229833879488	0.444444444444444	0.220428778938997
SMG9	4.59193568967717	0.000255	25	0	0.00192	1	1643.372294	1.45556839791081e-05	1643.37229437229	335.6083984375	0	52	0	424	1578.94361852891	27763	2	0.0120303395012016	11	110434760208887712	0	0.218011713235916
SMIM14	4.62217685338778	0.000128	40	0	0.00012	0	1630.738564	1.06456300238064e-05	1630.73856421356	327.759765625	1	41	0	373	1568.61318462898	18458	1	0.000746179536832267	11	432115295284298	0	0.216335707643089
SMNDC1	3.7051167538599	0.002808	41.590909	18812.149582	0.003282	0.246753	2083.236905	2.99371312909943e-05	2083.1869047619	630.96484375	1	937	0.0440676920258886	2587	1956.86345008093	435317	15	0.0204158975475432	10	320371693800011584	0.243801652892562	0.276358039899407
SMO	3.82927140487431	0.00051	52.25	2819.969388	0.00114	0	1986.578571	2.14463761721541e-05	1986.52857142857	561.6552734375	0	213	0	1942	1893.41699433522	93983	4	0.00714021811955936	10	38902554458517288	0.375	0.263535231019956
SMPD1	5.26540768151078	0.000128	3	0	2e-06	0	1417.699639	8.03108566263697e-06	1417.69963924964	206.34326171875	0	4	0	67	1376.98882830486	971	1	9.58751702795029e-06	11	70212497839.5184	0	0.188073711760387
SMPD3	4.50746459104249	0.000128	32	0	1.7e-05	0	1671.535786	1.05728246161749e-05	1671.53578643579	352.1591796875	0	33	0	462	1608.53344656759	10982	1	0.000105598672273476	11	8516618592913.21	0	0.221747915419979
SMS	4.636850835779	0.000128	34	0	8e-06	0	1625.176227	1.0595606903885e-05	1625.17622655123	324.48486328125	0	35	0	396	1563.64908225323	10853	1	4.92383563076466e-05	11	1852401512817.24	0	0.21559780134668
SMU1	3.75539109353069	0.000255	123	355.983327	0.001103	0	2031.357937	1.57964041482382e-05	2031.35793650794	594.2001953125	0	248	0	2257	1930.66644014814	133757	2	0.00691004626035471	10	36434743505183328	0.5	0.269482347639663
SMUG1	4.64501722597933	0.000255	18.5	1156.9862	1.4e-05	0	1619.117893	1.534641788628e-05	1619.11789321789	319.55224609375	0	39	0	329	1560.90003571134	5323	2	8.63797667639416e-05	11	5693776277250.96	0.5	0.214794095677626
SMURF1	3.38292714048743	0.007785	21.114754	235713.244195	0.005246	0.028415	2309.262698	3.14832825358345e-05	2309.2626984127	789.8955078125	1.44444444444444	1349	0.0361239592344582	3864	2143.23491249246	578995	11	0.0328399726318821	10	823008253645042304	0.6621875839828	0.306349522209142
SMURF2	3.42669388796733	0.004977	20.230769	132993.520906	0.001228	0.026991	2262.763889	3.08238638086245e-05	2262.76388888889	758.0400390625	1	828	0.0731950120145834	3708	2115.86088251722	341101	10	0.00766208358040318	10	44897076148229312	0.625904010519395	0.300180935113915
SMYD2	4.00370039555952	0.00051	34.5	2841.441798	0.002942	0	1901.208333	2.04715379726409e-05	1901.20833333333	503.82421875	0	142	0	1506	1810.9266022883	70205	3	0.0184365190109648	10	259362711350880288	0.625	0.252216547271586
SMYD3	4.81638382033942	0.000383	9.333333	7920.363265	5.2e-05	0	1559.950469	1.52708879361699e-05	1559.95046897547	284.8125	0	31	0	218	1505.36332326604	3867	2	0.00032446765098812	11	80332723173110.9	0.666666666666667	0.206944875162584
SNAI1	4.26247288503254	0.000128	42	0	0.000101	0	1768.828571	1.06409372505228e-05	1768.82857142857	413.3994140625	0	43	0	783	1700.98619967071	18683	1	0.000630350294507439	10	303349792423147	0	0.234654891407339
SNAP23	4.2240653311216	0.001659	10.230769	15650.08064	0.000163	0.128205	1798.230952	2.71218495280336e-05	1798.23095238095	433.1171875	0	146	0.0764779545510625	922	1716.45251329145	35996	7	0.00101656637514158	10	788764984072594	0.378698224852071	0.238555446057428
SNAP25	4.04912594104887	0.001787	11.785714	51707.808132	0.000227	0.087912	1882.19881	2.62387672567025e-05	1882.19880952381	489.69140625	0	179	0	1370	1790.61053162323	53198	7	0.00141860136170698	10	1535800013146045	0.673469387755102	0.249694721348328
SNAP29	4.1236442516269	0.000893	17.714286	7364.386627	7.9e-05	0.047619	1840.545635	2.45087627801064e-05	1840.54563492063	461.591796875	0	131	0	1138	1758.25243679797	42052	6	0.000494066794922391	10	186267959103528	0.448979591836735	0.244168961915699
SNAP91	4.43766747479903	0.000128	28	0	8.2e-05	0	1695.694444	1.05616757090139e-05	1695.69444444444	366.439453125	0	29	0	521	1633.83299787222	14596	1	0.000515548091633613	10	202810023662350	0	0.224952831579258
SNAPC1	4.26744927906087	0.000383	22.333333	6330.434693	3.4e-05	0	1777.029365	1.72710352281243e-05	1776.99603174603	420.84765625	0	70	0	922	1699.0026312642	26053	2	0.000211381904109429	10	34109501232993	0.444444444444444	0.235738396357917
SNAPC2	4.9021309174429	0.000128	8	0	3e-06	0	1527.962374	9.66664133979593e-06	1527.96237373737	265.904296875	0	9	0	157	1479.03180800666	2893	1	1.72478716735814e-05	11	227607214062.921	0	0.20270129659558
SNAPC3	5.15669261196887	0.000255	4.5	65.279143	1e-06	0	1449.871501	1.35521438787843e-05	1449.84769119769	223.2060546875	0	11	0	87	1406.01895429688	1522	2	6.18382635304562e-06	11	29278982018.7546	0	0.19233851037382
SNAPC4	3.94041087150695	0.001021	22.25	15702.913359	0.000143	0.107143	1938.944048	2.40591481579196e-05	1938.94404761905	530.30859375	0	186	0	1781	1840.0130824779	81614	4	0.000892648525713599	10	609085133369960	0.65625	0.257222611782822
SNAPC5	4.14074263110884	0.000638	15	1280.997245	9.1e-05	0.1	1828.975433	2.25412213267955e-05	1828.97543290043	453.73876953125	0	80	0	1113	1750.99208036732	32046	4	0.000565171572819765	11	244041996618800	0.72	0.242634045224242
SNAPIN	3.91744289906852	0.001276	14.3	38483.00952	0.000169	0.088889	1942.244048	2.53726651914308e-05	1942.24404761905	530.55859375	0	153	0.0987551639829222	1710	1850.801081398	43530	5	0.00105772534678878	10	854050489558800	0.72	0.257660393687837
SNCA	3.55710093147888	0.002297	31.722222	62217.654622	0.00039	0.045752	2162.799603	2.8324512631594e-05	2162.7996031746	687.1484375	0	589	0.0501750035468149	3092	2038.29120780572	258455	9	0.00243883207240562	9	4539307229686927	0.697530864197531	0.286919554679543
SNCAIP	4.47237463315044	0.000255	11	125.78606	9e-06	0	1679.508333	1.47050807983525e-05	1679.50833333333	355.43359375	0	24	0	456	1621.15389443652	9006	2	5.59064854925403e-05	10	2385381629132.93	0.5	0.222805562925623
SNCB	4.51882097741483	0.000128	18	0	8e-06	0	1661.327381	1.02891853378344e-05	1661.32738095238	344.32421875	0	19	0	424	1604.49099226295	7865	1	4.71234325788861e-05	10	1694850589059.68	0	0.22039365626856
SNCG	3.82582620900855	0.000766	27.333333	5274.023293	0.000191	0	1987.991667	2.41869112044026e-05	1987.99166666667	562.6904296875	0	170	1	2017	1895.1220358203	65540	6	0.00119453093524939	10	1088822540626416	0.666666666666667	0.263729326965576
SND1	3.96439964272043	0.00051	40.25	189.098168	0.000143	0.166667	1924.04881	2.1287195745869e-05	1924.04880952381	520.19140625	0	165	0	1685	1828.87907560591	83052	4	0.000889040751457221	10	604844090644940	0.375	0.25524659187101
SNF8	3.98800561439326	0.000638	25.6	7371.348149	0.000227	0.1	1909.34881	2.07040802549603e-05	1909.34880952381	509.49609375	0	133	0	1583	1818.05349715236	54915	3	0.00141883371925607	10	1536161943146770	0.72	0.253296472475946
SNIP1	3.57037131555442	0.001914	39.266667	35443.869836	0.000809	0.142857	2165.586905	2.84656848178179e-05	2165.50357142857	691.0341796875	2.625	604	0.0509853030340417	3145	2030.7152710768	239533	9	0.00505940071231746	10	19538206406598576	0.346666666666667	0.287278266307822
SNPH	5.12976904427715	0.000128	15	0	1e-06	0	1457.075072	1.01049337806246e-05	1457.07507215007	226.950439453125	0	16	0	124	1413.39843788866	1648	1	4.75220425737764e-06	12	17260960833.787	0	0.193297303283396
SNRK	4.79762664284803	0.000255	9.5	90.67902	3e-06	0	1559.70119	1.50928079410138e-05	1559.70119047619	282.791015625	0	21	0	160	1511.24880980877	4026	2	1.9932671139988e-05	10	303278832233.867	0.5	0.20691180558189
SNRNP200	3.44583386499936	0.004339	48.882353	46408.614344	0.004862	0.210339	2258.465079	3.10279852849952e-05	2258.46507936508	756.1376953125	1	1696	0.0686355225454705	3586	2104.10827624514	767400	20	0.0302385144634733	10	702796291306194816	0.3719723183391	0.299610649955544
SNRNP27	3.99349240780911	0.002042	49	276.098121	0.002499	0.55	1921.145238	2.91193080430428e-05	1921.14523809524	517.53125	3.22531512605042	800	0.10862445172212	1521	1815.55561235901	380268	15	0.0155044661510756	10	185885191693983968	0	0.254861400649393
SNRNP35	4.34566798519842	0.000638	27	405.187208	0.000404	0.3	1747.565909	2.26096249050928e-05	1747.53257575758	401.93994140625	0	140	0	750	1668.42188096427	63197	4	0.00250817933552093	11	4868000878286991	0.32	0.231829739421272
SNRNP40	3.59193568967717	0.007785	48.229508	9451.404517	0.01094	0.420765	2170.688095	3.18251504768085e-05	2170.6380952381	689.6796875	4.73568725735908	3003	0.0882606512281123	3038	2018.52376554174	1443868	23	0.0679812135017935	10	3560388844445040128	0.0322493953238377	0.28795941831227
SNRNP70	3.35817277019268	0.010209	42.2125	130654.370843	0.010298	0.237975	2335.235317	3.20959292661492e-05	2335.23531746032	806.791015625	2.63855421686747	3457	0.0809579166394	3976	2159.03351318489	1620596	23	0.0639606158812339	10	3155098400536862208	0.2965625	0.30979508058638
SNRPA	3.60826847007784	0.005998	42.468085	16886.767835	0.006223	0.265495	2156.110317	3.14772255057073e-05	2156.11031746032	680.873046875	1	2043	0.0823304246906701	2980	2009.386943914	964838	21	0.0386519088029328	10	1151938743056152832	0.119511090991399	0.286032146121003
SNRPB2	3.47097103483476	0.008806	51.043478	22083.967595	0.012541	0.396419	2258.031746	3.19560258574015e-05	2257.98174603175	752.2705078125	1.33333333333333	3591	0.0934361001777124	3520	2088.87008308213	1718016	23	0.0779480271391773	10	4677520031839545344	0.028565427431212	0.299546530383597
SNRPC	3.66147760622687	0.006381	50.58	4343.251752	0.008658	0.46449	2124.344048	3.15950093369793e-05	2124.29404761905	657.78515625	3.40598290598291	2579	0.0843622368226517	2773	1980.18623453563	1239200	23	0.0537576325496444	10	2230239637109283072	0.0391999999999999	0.281811362114468
SNRPD1	3.57305091233891	0.009444	47.527027	12727.439161	0.014782	0.385043	2191.719048	3.20111120476807e-05	2191.66904761905	703.4443359375	2.2	3591	0.0922025343825053	3053	2029.19234340404	1749640	23	0.0919621685969719	10	6499245069773708288	0.0525931336742147	0.290749409341848
SNRPD2	3.40691591170091	0.009444	49.027027	56370.973699	0.015349	0.362458	2297.560317	3.20067818131234e-05	2297.56031746032	779.5048828125	1.8	3702	0.0922025343825053	3680	2128.14397003745	1810298	23	0.09553632329122	10	7007735633898652672	0.0785244704163622	0.304797070504129
SNRPD3	3.7102207477351	0.004467	40.428571	14536.722291	0.004799	0.284034	2083.763095	3.10071399717989e-05	2083.7630952381	629.5185546875	1	1450	0.0524027677311719	2503	1954.17147573684	692341	21	0.0298166786362309	10	685019656441817472	0.161632653061224	0.276434478009807
SNRPE	3.58695929564885	0.007147	47.625	31218.789865	0.011799	0.38961	2171.95	3.17010156711452e-05	2171.95	690.9921875	1	2723	0.0984902287818862	3025	2021.32417914695	1332003	23	0.0734352692817225	10	4140658642203984896	0.0688775510204083	0.288133457150411
SNRPF	3.58517289779252	0.007785	48.114754	25939.602358	0.011077	0.422951	2174.939286	3.1816051765497e-05	2174.88928571429	692.37890625	1	2996	0.102168674771389	2997	2022.33135210165	1456917	23	0.0688433054197853	10	3649663922358791680	0.0945982262832573	0.288523386271437
SNRPG	3.56182212581345	0.008423	45.954545	31263.459844	0.011216	0.368298	2192.184524	3.19010589462295e-05	2192.13452380952	704.4482421875	3.53375729774812	3099	0.0853070972810484	3123	2035.58945332091	1489040	23	0.0696981109636282	10	3741664969925381120	0.11386593204775	0.290811159964091
SNRPN	3.81166262600485	0.003063	41.666667	1028.527168	0.002975	0.391304	2018.4	3.02585229436718e-05	2018.4	584.15625	0	1024	0.0644155291404222	2131	1902.16403320836	473978	17	0.0184737630882881	10	263444734803829952	0	0.267763332448905
SNTA1	3.947811662626	0.001021	17.875	19828.633176	0.000134	0	1925.002381	2.4471963245697e-05	1925.00238095238	518.4521484375	1	151	2	1558	1836.5636898413	50751	5	0.000835319788140941	10	532722939432523	0.6875	0.255373093785123
SNTB1	4.53094296286845	0.000383	7.333333	7593.123525	1.6e-05	0	1658.615152	1.53884864083026e-05	1658.61515151515	342.7490234375	0	25	0	427	1600.19837224366	9178	2	9.75693718056505e-05	11	7264278520853.77	0.444444444444444	0.220033848701934
SNTB2	4.28620645655225	0.000766	6.166667	5512.951021	3.6e-05	0	1760.169481	2.24504678704487e-05	1760.16948051948	407.28173828125	0	43	1	776	1691.56750320026	16173	4	0.000224073918997477	11	38313000870383.4	0.722222222222222	0.233506166160711
SNTG1	4.61503126196249	0.000128	12	0	1.1e-05	0	1624.16158	1.00911898057265e-05	1624.16158008658	321.2373046875	0	13	0	334	1571.04191550542	4904	1	7.16923217475159e-05	11	3921948204295.43	0	0.215463197146011
SNU13	4.88847773382672	0.000128	10	0	6e-06	0	1533.378211	9.99573068128454e-06	1533.37821067821	269.27294921875	0	11	0	195	1483.16264258307	2692	1	3.63999519451228e-05	11	1018370696155.66	0	0.203419767932916
SNUPN	4.78856705371954	0.000255	9	156.443426	7e-06	0	1566.790945	1.49866333153362e-05	1566.79094516595	288.2412109375	0	20	0	224	1514.10797271371	3629	2	4.60694700575947e-05	11	1619634015821.28	0.5	0.207852340828606
SNW1	3.49942580068904	0.007402	46.017241	42472.255044	0.008628	0.3049	2232.414286	3.17537243332102e-05	2232.36428571429	734.6162109375	1	2727	0.0869783838593281	3372	2071.88492251595	1302167	23	0.0535871577557631	10	2214491085624465152	0.161712247324614	0.296148087783774
SNX1	3.97384203138956	0.000893	13.571429	9277.894143	0.000118	0.095238	1905.440476	2.44445208636885e-05	1905.44047619048	504.3359375	0	102	0	1471	1824.5334103972	39110	5	0.000739837217340223	10	417667449541058	0.612244897959184	0.252777988351069
SNX12	3.97690442771469	0.000128	130	0	9.4e-05	0	1911.89881	1.07728908777866e-05	1911.89880952381	511.30078125	0	131	0	1613	1823.12843712901	57946	1	0.000590848606009108	10	266405872817966	0	0.253634758493457
SNX18	4.15733061120327	0.000383	26.333333	63.777107	0.000193	0	1818.32619	1.91608463162024e-05	1818.32619047619	446.28125	0	82	0	1035	1744.00552469231	36451	3	0.00120733680428659	10	1112262561690040	0	0.241221304122593
SNX19	5.63034324358811	0.000128	4	0	0	0	1317.883009	8.47570560895785e-06	1317.88300865801	156.484375	0	5	0	23	1287.73810764873	272	1	4.83851530414905e-07	11	178950434.144894	0	0.174831919429301
SNX2	4.16217940538471	0.001021	19.625	7203.08644	5.9e-05	0.107143	1825.932576	2.54318921635072e-05	1825.93257575758	451.84716796875	0	165	0	999	1741.97381893988	38299	5	0.000368078163251179	11	103382059993410	0.5625	0.242230376194946
SNX3	3.62600484879418	0.001149	45.333333	24119.889685	0.000781	0.166667	2116.394841	2.58615232210949e-05	2116.39484126984	655.0166015625	2.25454545454545	417	0	2846	1999.55815181054	170020	5	0.00488713848331131	10	18225314334084884	0.666666666666667	0.280763444052752
SNX4	4.03496235804517	0.001021	19.125	6539.311192	0.000154	0.142857	1882.37619	2.56656456343932e-05	1882.37619047619	489.4287109375	0	161	0.159664183576095	1321	1796.8959585099	51329	6	0.000962933056246445	10	707527913649437	0.5	0.249718252915373
SNX5	3.98621921653694	0.000766	18.5	2864.394023	0.000115	0	1903.669048	2.37851841428347e-05	1903.66904761905	504.1875	1	117	1	1510	1818.86824583867	45448	5	0.000719284515772731	10	394800139691473	0.277777777777778	0.252542988540584
SNX6	4.15439581472502	0.000766	10.333333	1983.716429	4.6e-05	0.2	1814.585354	2.34587440815353e-05	1814.58535353535	441.94677734375	1	68	0	911	1745.23754530377	19962	5	0.000290415125901097	11	64357062519250.1	0.666666666666667	0.240725040267349
SNX7	4.14673982391221	0.000128	83	0	6.6e-05	0	1825.469481	1.07299433092856e-05	1825.46948051948	451.73388671875	0	84	0	1069	1748.45972059819	36439	1	0.00041062446875247	11	128671691593413	0	0.24216894143266
SNX9	4.02181957381651	0.000893	19.285714	1493.603069	0.000327	0	1886.548413	2.48983834168816e-05	1886.54841269841	492.3642578125	0	142	2	1405	1802.76798121768	62004	5	0.00204644267074782	10	3195612859967451	0.448979591836735	0.25027174485252
SOCS1	3.82582620900855	0.00268	21.428571	21344.453296	0.000273	0.12381	2006.9	2.9390493852225e-05	2006.9	576.0380859375	1	476	0.109700520920429	2068	1895.1220358203	222479	11	0.00175426604333676	10	2348368229365875	0.0867768595041322	0.266237728840521
SOCS2	4.08549189740972	0.000638	23.6	208.09998	5.6e-05	0.1	1853.578571	2.28991067664357e-05	1853.52857142857	469.6162109375	1	123	0	1167	1774.67187207196	59207	5	0.000351166609190161	10	94106787001960.3	0	0.24589129363604
SOCS3	3.70052315937221	0.002552	23.05	13034.800602	0.000426	0.126316	2074.337698	2.96591028049492e-05	2074.3376984127	623.5166015625	3.76550116550117	482	0.0434497806888482	2535	1959.29257611806	223971	11	0.00266733661816042	10	5429091171154255	0.395	0.275184093713521
SOCS5	4.37884394538727	0.000255	22.5	21.007018	3.1e-05	0	1724.360354	1.57031078947235e-05	1724.36035353535	385.70068359375	0	47	0	696	1655.78121630679	19990	2	0.00019548508998603	11	29160493500240.5	0	0.228755685000708
SOCS6	4.17915018501978	0.000255	34	38.138819	4.6e-05	0	1809.451984	1.60349368028489e-05	1809.45198412698	440.7978515625	0	70	0	1015	1734.89997557401	34808	2	0.000285261633070604	10	62096229820086.1	0	0.240044041407125
SOCS7	3.77759346688784	0.000128	237	0	0.001037	0	2018.424603	1.0811789271894e-05	2018.4246031746	585.1220703125	0	238	0	2166	1919.31916905928	128184	1	0.00649502898169223	10	32189574408202212	0	0.267766596335162
SOD1	4.42107949470461	0.000383	9	3017.18361	2.8e-05	0	1702.882576	1.59496053538842e-05	1702.88257575758	370.78564453125	1	30	0	566	1639.96317247749	9491	2	0.000177188287972992	11	23957702584637.1	0.444444444444444	0.225906417585245
